DMean PM10,Year,Month,Day,PM-WEIGHT,Flag,Site Name,Lat,Lng,Date
20,2018,5,2,1,0,Los Angeles-North Main Street,34.06659,-118.22688,5/2/2018
33,2018,5,8,1,0,Los Angeles-North Main Street,34.06659,-118.22688,5/8/2018
23,2018,5,14,1,0,Los Angeles-North Main Street,34.06659,-118.22688,5/14/2018
23,2018,5,14,1,0,Los Angeles-North Main Street,34.06659,-118.22688,5/14/2018
24,2018,5,26,1,0,Los Angeles-North Main Street,34.06659,-118.22688,5/26/2018
29,2018,6,1,1,0,Los Angeles-North Main Street,34.06659,-118.22688,6/1/2018
29,2018,6,1,1,0,Los Angeles-North Main Street,34.06659,-118.22688,6/1/2018
30,2018,6,7,1,0,Los Angeles-North Main Street,34.06659,-118.22688,6/7/2018
30,2018,6,7,1,0,Los Angeles-North Main Street,34.06659,-118.22688,6/7/2018
33,2018,6,13,1,0,Los Angeles-North Main Street,34.06659,-118.22688,6/13/2018
33,2018,6,13,1,0,Los Angeles-North Main Street,34.06659,-118.22688,6/13/2018
28,2018,6,19,1,0,Los Angeles-North Main Street,34.06659,-118.22688,6/19/2018
28,2018,6,19,1,0,Los Angeles-North Main Street,34.06659,-118.22688,6/19/2018
25,2018,6,25,1,0,Los Angeles-North Main Street,34.06659,-118.22688,6/25/2018
25,2018,6,25,1,0,Los Angeles-North Main Street,34.06659,-118.22688,6/25/2018
15,2018,7,1,1,0,Los Angeles-North Main Street,34.06659,-118.22688,7/1/2018
15,2018,7,1,1,0,Los Angeles-North Main Street,34.06659,-118.22688,7/1/2018
48,2018,7,7,1,0,Los Angeles-North Main Street,34.06659,-118.22688,7/7/2018
48,2018,7,7,1,0,Los Angeles-North Main Street,34.06659,-118.22688,7/7/2018
23,2018,7,13,1,0,Los Angeles-North Main Street,34.06659,-118.22688,7/13/2018
23,2018,7,13,1,0,Los Angeles-North Main Street,34.06659,-118.22688,7/13/2018
25,2018,7,19,1,0,Los Angeles-North Main Street,34.06659,-118.22688,7/19/2018
25,2018,7,19,1,0,Los Angeles-North Main Street,34.06659,-118.22688,7/19/2018
41,2018,7,25,1,0,Los Angeles-North Main Street,34.06659,-118.22688,7/25/2018
41,2018,7,25,1,0,Los Angeles-North Main Street,34.06659,-118.22688,7/25/2018
45,2018,8,24,1,0,Los Angeles-North Main Street,34.06659,-118.22688,8/24/2018
45,2018,8,24,1,0,Los Angeles-North Main Street,34.06659,-118.22688,8/24/2018
35,2018,8,30,1,0,Los Angeles-North Main Street,34.06659,-118.22688,8/30/2018
35,2018,8,30,1,0,Los Angeles-North Main Street,34.06659,-118.22688,8/30/2018
21,2018,9,5,1,0,Los Angeles-North Main Street,34.06659,-118.22688,9/5/2018
21,2018,9,5,1,0,Los Angeles-North Main Street,34.06659,-118.22688,9/5/2018
36,2018,9,11,1,0,Los Angeles-North Main Street,34.06659,-118.22688,9/11/2018
36,2018,9,17,1,0,Los Angeles-North Main Street,34.06659,-118.22688,9/17/2018
36,2018,9,17,1,0,Los Angeles-North Main Street,34.06659,-118.22688,9/17/2018
28,2018,9,23,1,0,Los Angeles-North Main Street,34.06659,-118.22688,9/23/2018
28,2018,9,23,1,0,Los Angeles-North Main Street,34.06659,-118.22688,9/23/2018
25,2018,9,29,1,0,Los Angeles-North Main Street,34.06659,-118.22688,9/29/2018
25,2018,9,29,1,0,Los Angeles-North Main Street,34.06659,-118.22688,9/29/2018
21,2018,10,5,1,0,Los Angeles-North Main Street,34.06659,-118.22688,10/5/2018
21,2018,10,5,1,0,Los Angeles-North Main Street,34.06659,-118.22688,10/5/2018
20,2018,10,11,1,0,Los Angeles-North Main Street,34.06659,-118.22688,10/11/2018
20,2018,10,11,1,0,Los Angeles-North Main Street,34.06659,-118.22688,10/11/2018
33,2018,10,17,1,0,Los Angeles-North Main Street,34.06659,-118.22688,10/17/2018
33,2018,10,17,1,0,Los Angeles-North Main Street,34.06659,-118.22688,10/17/2018
68,2018,10,29,1,0,Los Angeles-North Main Street,34.06659,-118.22688,10/29/2018
46,2018,11,4,1,0,Los Angeles-North Main Street,34.06659,-118.22688,11/4/2018
46,2018,11,4,1,0,Los Angeles-North Main Street,34.06659,-118.22688,11/4/2018
56,2018,11,10,1,0,Los Angeles-North Main Street,34.06659,-118.22688,11/10/2018
56,2018,11,10,1,0,Los Angeles-North Main Street,34.06659,-118.22688,11/10/2018
14,2018,11,22,1,0,Los Angeles-North Main Street,34.06659,-118.22688,11/22/2018
27,2018,11,28,1,0,Los Angeles-North Main Street,34.06659,-118.22688,11/28/2018
27,2018,11,28,1,0,Los Angeles-North Main Street,34.06659,-118.22688,11/28/2018
27,2018,12,10,1,0,Los Angeles-North Main Street,34.06659,-118.22688,12/10/2018
33,2018,12,16,1,0,Los Angeles-North Main Street,34.06659,-118.22688,12/16/2018
51,2018,12,22,1,0,Los Angeles-North Main Street,34.06659,-118.22688,12/22/2018
18,2018,12,28,1,0,Los Angeles-North Main Street,34.06659,-118.22688,12/28/2018
18,2018,12,28,1,0,Los Angeles-North Main Street,34.06659,-118.22688,12/28/2018
67,2018,1,2,1,0,Long Beach (Hudson),33.8025,-118.22,1/2/2018
27,2018,1,8,1,0,Long Beach (Hudson),33.8025,-118.22,1/8/2018
27,2018,1,14,1,0,Long Beach (Hudson),33.8025,-118.22,1/14/2018
42,2018,1,20,1,0,Long Beach (Hudson),33.8025,-118.22,1/20/2018
32,2018,1,26,1,0,Long Beach (Hudson),33.8025,-118.22,1/26/2018
65,2018,2,1,1,0,Long Beach (Hudson),33.8025,-118.22,2/1/2018
47,2018,2,7,1,0,Long Beach (Hudson),33.8025,-118.22,2/7/2018
17,2018,2,13,1,0,Long Beach (Hudson),33.8025,-118.22,2/13/2018
84,2018,2,19,1,0,Long Beach (Hudson),33.8025,-118.22,2/19/2018
23,2018,2,25,1,0,Long Beach (Hudson),33.8025,-118.22,2/25/2018
7,2018,3,3,1,0,Long Beach (Hudson),33.8025,-118.22,3/3/2018
19,2018,3,9,1,0,Long Beach (Hudson),33.8025,-118.22,3/9/2018
21,2018,3,15,1,0,Long Beach (Hudson),33.8025,-118.22,3/15/2018
32,2018,3,27,1,0,Long Beach (Hudson),33.8025,-118.22,3/27/2018
20,2018,4,2,1,0,Long Beach (Hudson),33.8025,-118.22,4/2/2018
30,2018,4,8,1,0,Long Beach (Hudson),33.8025,-118.22,4/8/2018
40,2018,4,14,1,0,Long Beach (Hudson),33.8025,-118.22,4/14/2018
32,2018,4,20,1,0,Long Beach (Hudson),33.8025,-118.22,4/20/2018
31,2018,4,26,1,0,Long Beach (Hudson),33.8025,-118.22,4/26/2018
25,2018,5,2,1,0,Long Beach (Hudson),33.8025,-118.22,5/2/2018
25,2018,5,8,1,0,Long Beach (Hudson),33.8025,-118.22,5/8/2018
25,2018,5,14,1,0,Long Beach (Hudson),33.8025,-118.22,5/14/2018
21,2018,5,20,1,0,Long Beach (Hudson),33.8025,-118.22,5/20/2018
15,2018,5,26,1,0,Long Beach (Hudson),33.8025,-118.22,5/26/2018
27,2018,6,7,1,0,Long Beach (Hudson),33.8025,-118.22,6/7/2018
