Site Name,Date,NO2 AQI,Ozone AQI,SO2 AQI,CO AQI
Los Angeles-North Main Street,4/18/2020,9.0,31.0,0.0,2.0
Los Angeles-North Main Street,4/19/2020,6.0,33.0,0.0,2.0
Los Angeles-North Main Street,4/19/2020,6.0,33.0,0.0,2.0
Los Angeles-North Main Street,4/19/2020,7.0,33.0,0.0,2.0
Los Angeles-North Main Street,4/19/2020,7.0,33.0,0.0,2.0
Los Angeles-North Main Street,4/20/2020,17.0,31.0,0.0,3.0
Los Angeles-North Main Street,4/20/2020,17.0,31.0,0.0,3.0
Los Angeles-North Main Street,4/20/2020,19.0,31.0,0.0,3.0
Los Angeles-North Main Street,4/20/2020,19.0,31.0,0.0,3.0
Los Angeles-North Main Street,4/21/2020,25.0,32.0,3.0,3.0
Los Angeles-North Main Street,4/21/2020,25.0,32.0,3.0,3.0
Los Angeles-North Main Street,4/21/2020,28.0,32.0,3.0,3.0
Los Angeles-North Main Street,4/21/2020,28.0,32.0,3.0,3.0
Los Angeles-North Main Street,4/22/2020,20.0,41.0,0.0,6.0
Los Angeles-North Main Street,4/22/2020,20.0,41.0,0.0,6.0
Los Angeles-North Main Street,4/22/2020,23.0,41.0,0.0,6.0
Los Angeles-North Main Street,4/22/2020,23.0,41.0,0.0,6.0
Los Angeles-North Main Street,4/23/2020,30.0,41.0,0.0,6.0
Los Angeles-North Main Street,4/23/2020,30.0,41.0,0.0,6.0
Los Angeles-North Main Street,4/23/2020,35.0,41.0,0.0,6.0
Los Angeles-North Main Street,4/23/2020,35.0,41.0,0.0,6.0
Los Angeles-North Main Street,4/24/2020,32.0,58.0,0.0,7.0
Los Angeles-North Main Street,4/24/2020,32.0,58.0,0.0,6.0
Los Angeles-North Main Street,4/24/2020,34.0,58.0,0.0,7.0
Los Angeles-North Main Street,4/24/2020,34.0,58.0,0.0,6.0
Los Angeles-North Main Street,4/25/2020,22.0,119.0,0.0,5.0
Los Angeles-North Main Street,4/25/2020,22.0,119.0,0.0,3.0
Los Angeles-North Main Street,4/25/2020,23.0,119.0,0.0,5.0
Los Angeles-North Main Street,4/25/2020,23.0,119.0,0.0,3.0
Los Angeles-North Main Street,4/26/2020,26.0,80.0,0.0,7.0
Los Angeles-North Main Street,4/26/2020,26.0,80.0,0.0,6.0
Los Angeles-North Main Street,4/26/2020,28.0,80.0,0.0,7.0
Los Angeles-North Main Street,4/26/2020,28.0,80.0,0.0,6.0
Los Angeles-North Main Street,4/27/2020,28.0,44.0,0.0,5.0
Los Angeles-North Main Street,4/27/2020,28.0,44.0,0.0,5.0
Los Angeles-North Main Street,4/27/2020,30.0,44.0,0.0,5.0
Los Angeles-North Main Street,4/27/2020,30.0,44.0,0.0,5.0
Los Angeles-North Main Street,4/29/2020,22.0,38.0,0.0,5.0
Los Angeles-North Main Street,4/29/2020,22.0,38.0,0.0,5.0
Los Angeles-North Main Street,4/29/2020,24.0,38.0,0.0,5.0
Los Angeles-North Main Street,4/29/2020,24.0,38.0,0.0,5.0
Los Angeles-North Main Street,5/1/2020,17.0,38.0,0.0,5.0
Los Angeles-North Main Street,5/1/2020,17.0,38.0,0.0,3.0
Los Angeles-North Main Street,5/1/2020,18.0,38.0,0.0,5.0
Los Angeles-North Main Street,5/1/2020,18.0,38.0,0.0,3.0
Los Angeles-North Main Street,5/2/2020,18.0,40.0,0.0,5.0
Los Angeles-North Main Street,5/2/2020,18.0,40.0,0.0,3.0
Los Angeles-North Main Street,5/2/2020,18.0,40.0,0.0,5.0
Los Angeles-North Main Street,5/2/2020,18.0,40.0,0.0,3.0
Los Angeles-North Main Street,5/3/2020,10.0,31.0,0.0,3.0
Los Angeles-North Main Street,5/3/2020,11.0,31.0,0.0,3.0
Los Angeles-North Main Street,5/4/2020,31.0,45.0,0.0,5.0
Los Angeles-North Main Street,5/4/2020,31.0,45.0,0.0,5.0
Los Angeles-North Main Street,5/4/2020,33.0,45.0,0.0,5.0
Los Angeles-North Main Street,5/4/2020,33.0,45.0,0.0,5.0
Los Angeles-North Main Street,5/5/2020,31.0,61.0,0.0,7.0
Los Angeles-North Main Street,5/5/2020,31.0,61.0,0.0,7.0
Los Angeles-North Main Street,5/5/2020,33.0,61.0,0.0,7.0
Los Angeles-North Main Street,5/5/2020,33.0,61.0,0.0,7.0
Los Angeles-North Main Street,5/6/2020,36.0,77.0,0.0,7.0
Los Angeles-North Main Street,5/6/2020,36.0,77.0,0.0,7.0
Los Angeles-North Main Street,5/6/2020,38.0,77.0,0.0,7.0
Los Angeles-North Main Street,5/6/2020,38.0,77.0,0.0,7.0
Los Angeles-North Main Street,5/7/2020,37.0,112.0,1.0,8.0
Los Angeles-North Main Street,5/7/2020,37.0,112.0,1.0,8.0
Los Angeles-North Main Street,5/7/2020,39.0,112.0,1.0,8.0
Los Angeles-North Main Street,5/7/2020,39.0,112.0,1.0,8.0
Los Angeles-North Main Street,5/8/2020,33.0,46.0,0.0,7.0
Los Angeles-North Main Street,5/8/2020,33.0,46.0,0.0,7.0
Los Angeles-North Main Street,5/8/2020,36.0,46.0,0.0,7.0
Los Angeles-North Main Street,5/8/2020,36.0,46.0,0.0,7.0
Los Angeles-North Main Street,5/9/2020,21.0,48.0,0.0,3.0
Los Angeles-North Main Street,5/9/2020,21.0,48.0,0.0,3.0
Los Angeles-North Main Street,5/9/2020,22.0,48.0,0.0,3.0
Los Angeles-North Main Street,5/9/2020,22.0,48.0,0.0,3.0
Los Angeles-North Main Street,5/10/2020,8.0,44.0,0.0,3.0
Los Angeles-North Main Street,5/10/2020,8.0,44.0,0.0,2.0
Los Angeles-North Main Street,5/10/2020,8.0,44.0,0.0,3.0
Los Angeles-North Main Street,5/10/2020,8.0,44.0,0.0,2.0
Los Angeles-North Main Street,5/11/2020,8.0,42.0,0.0,2.0
Los Angeles-North Main Street,5/11/2020,8.0,42.0,0.0,2.0
Los Angeles-North Main Street,5/11/2020,8.0,42.0,0.0,2.0
Los Angeles-North Main Street,5/11/2020,8.0,42.0,0.0,2.0
Los Angeles-North Main Street,5/12/2020,20.0,26.0,0.0,3.0
Los Angeles-North Main Street,5/12/2020,20.0,26.0,0.0,3.0
Los Angeles-North Main Street,5/12/2020,21.0,26.0,0.0,3.0
Los Angeles-North Main Street,5/12/2020,21.0,26.0,0.0,3.0
Los Angeles-North Main Street,5/13/2020,19.0,36.0,1.0,3.0
Los Angeles-North Main Street,5/13/2020,19.0,36.0,1.0,3.0
Los Angeles-North Main Street,5/13/2020,21.0,36.0,1.0,3.0
Los Angeles-North Main Street,5/13/2020,21.0,36.0,1.0,3.0
Los Angeles-North Main Street,5/15/2020,14.0,33.0,0.0,3.0
Los Angeles-North Main Street,5/15/2020,14.0,33.0,0.0,3.0
Los Angeles-North Main Street,5/15/2020,15.0,33.0,0.0,3.0
Los Angeles-North Main Street,5/15/2020,15.0,33.0,0.0,3.0
Los Angeles-North Main Street,5/16/2020,20.0,44.0,0.0,5.0
Los Angeles-North Main Street,5/16/2020,20.0,44.0,0.0,5.0
Los Angeles-North Main Street,5/16/2020,21.0,44.0,0.0,5.0
Los Angeles-North Main Street,5/16/2020,21.0,44.0,0.0,5.0
Los Angeles-North Main Street,5/17/2020,15.0,39.0,0.0,5.0
Los Angeles-North Main Street,5/17/2020,15.0,39.0,0.0,5.0
Los Angeles-North Main Street,5/17/2020,16.0,39.0,0.0,5.0
Los Angeles-North Main Street,5/17/2020,16.0,39.0,0.0,5.0
Los Angeles-North Main Street,5/18/2020,9.0,27.0,0.0,2.0
Los Angeles-North Main Street,5/18/2020,9.0,27.0,0.0,2.0
Los Angeles-North Main Street,5/18/2020,10.0,27.0,0.0,2.0
Los Angeles-North Main Street,5/18/2020,10.0,27.0,0.0,2.0
Los Angeles-North Main Street,5/19/2020,13.0,32.0,0.0,2.0
Los Angeles-North Main Street,5/19/2020,13.0,32.0,0.0,2.0
Los Angeles-North Main Street,5/19/2020,15.0,32.0,0.0,2.0
Los Angeles-North Main Street,5/19/2020,15.0,32.0,0.0,2.0
Los Angeles-North Main Street,5/23/2020,6.0,46.0,0.0,2.0
Los Angeles-North Main Street,5/23/2020,6.0,46.0,0.0,2.0
Los Angeles-North Main Street,5/23/2020,7.0,46.0,0.0,2.0
Los Angeles-North Main Street,5/23/2020,7.0,46.0,0.0,2.0
Los Angeles-North Main Street,5/29/2020,17.0,21.0,0.0,3.0
Los Angeles-North Main Street,5/29/2020,17.0,21.0,0.0,2.0
Los Angeles-North Main Street,5/29/2020,16.0,21.0,0.0,3.0
Los Angeles-North Main Street,5/29/2020,16.0,21.0,0.0,2.0
Los Angeles-North Main Street,5/30/2020,7.0,29.0,0.0,2.0
Los Angeles-North Main Street,5/30/2020,7.0,29.0,0.0,2.0
Los Angeles-North Main Street,5/30/2020,7.0,29.0,0.0,2.0
Los Angeles-North Main Street,5/30/2020,7.0,29.0,0.0,2.0
Los Angeles-North Main Street,5/31/2020,19.0,37.0,0.0,3.0
Los Angeles-North Main Street,5/31/2020,19.0,37.0,0.0,3.0
Los Angeles-North Main Street,5/31/2020,17.0,37.0,0.0,3.0
Los Angeles-North Main Street,5/31/2020,17.0,37.0,0.0,3.0
Los Angeles-North Main Street,6/1/2020,25.0,39.0,0.0,6.0
Los Angeles-North Main Street,6/1/2020,25.0,39.0,0.0,5.0
Los Angeles-North Main Street,6/1/2020,25.0,39.0,0.0,6.0
Los Angeles-North Main Street,6/1/2020,25.0,39.0,0.0,5.0
Los Angeles-North Main Street,6/2/2020,25.0,42.0,4.0,5.0
Los Angeles-North Main Street,6/2/2020,25.0,42.0,4.0,3.0
Los Angeles-North Main Street,6/2/2020,24.0,42.0,4.0,5.0
Los Angeles-North Main Street,6/2/2020,24.0,42.0,4.0,3.0
Los Angeles-North Main Street,6/3/2020,35.0,48.0,0.0,5.0
Los Angeles-North Main Street,6/3/2020,35.0,48.0,0.0,5.0
Los Angeles-North Main Street,6/3/2020,34.0,48.0,0.0,5.0
Los Angeles-North Main Street,6/3/2020,34.0,48.0,0.0,5.0
Los Angeles-North Main Street,6/4/2020,14.0,48.0,0.0,2.0
Los Angeles-North Main Street,6/4/2020,14.0,48.0,0.0,2.0
Los Angeles-North Main Street,6/4/2020,13.0,48.0,0.0,2.0
Los Angeles-North Main Street,6/4/2020,13.0,48.0,0.0,2.0
Los Angeles-North Main Street,6/6/2020,7.0,34.0,0.0,2.0
Los Angeles-North Main Street,6/6/2020,7.0,34.0,0.0,1.0
Los Angeles-North Main Street,6/6/2020,8.0,34.0,0.0,2.0
Los Angeles-North Main Street,6/6/2020,8.0,34.0,0.0,1.0
Los Angeles-North Main Street,6/7/2020,11.0,41.0,0.0,3.0
Los Angeles-North Main Street,6/7/2020,11.0,41.0,0.0,2.0
Los Angeles-North Main Street,6/7/2020,12.0,41.0,0.0,3.0
Los Angeles-North Main Street,6/7/2020,12.0,41.0,0.0,2.0
Los Angeles-North Main Street,6/8/2020,30.0,54.0,0.0,3.0
Los Angeles-North Main Street,6/8/2020,30.0,54.0,0.0,3.0
Los Angeles-North Main Street,6/9/2020,25.0,47.0,0.0,5.0
Los Angeles-North Main Street,6/9/2020,25.0,47.0,0.0,3.0
Los Angeles-North Main Street,6/9/2020,25.0,47.0,0.0,5.0
Los Angeles-North Main Street,6/9/2020,25.0,47.0,0.0,3.0
Los Angeles-North Main Street,6/10/2020,39.0,140.0,1.0,6.0
Los Angeles-North Main Street,6/10/2020,39.0,140.0,1.0,5.0
Los Angeles-North Main Street,6/10/2020,36.0,140.0,1.0,6.0
Los Angeles-North Main Street,6/10/2020,36.0,140.0,1.0,5.0
Los Angeles-North Main Street,6/11/2020,41.0,77.0,1.0,7.0
Los Angeles-North Main Street,6/11/2020,41.0,77.0,1.0,7.0
Los Angeles-North Main Street,6/11/2020,38.0,77.0,1.0,7.0
Los Angeles-North Main Street,6/11/2020,38.0,77.0,1.0,7.0
Los Angeles-North Main Street,6/12/2020,15.0,44.0,0.0,3.0
Los Angeles-North Main Street,6/12/2020,15.0,44.0,0.0,2.0
Los Angeles-North Main Street,6/12/2020,14.0,44.0,0.0,3.0
Los Angeles-North Main Street,6/12/2020,14.0,44.0,0.0,2.0
Los Angeles-North Main Street,6/13/2020,17.0,41.0,0.0,3.0
Los Angeles-North Main Street,6/13/2020,17.0,41.0,0.0,3.0
Los Angeles-North Main Street,6/13/2020,15.0,41.0,0.0,3.0
Los Angeles-North Main Street,6/13/2020,15.0,41.0,0.0,3.0
Los Angeles-North Main Street,6/14/2020,14.0,46.0,0.0,3.0
Los Angeles-North Main Street,6/14/2020,14.0,46.0,0.0,3.0
Los Angeles-North Main Street,6/14/2020,13.0,46.0,0.0,3.0
Los Angeles-North Main Street,6/14/2020,13.0,46.0,0.0,3.0
Los Angeles-North Main Street,6/15/2020,21.0,39.0,0.0,5.0
Los Angeles-North Main Street,6/15/2020,21.0,39.0,0.0,5.0
Los Angeles-North Main Street,6/15/2020,19.0,39.0,0.0,5.0
Los Angeles-North Main Street,6/15/2020,19.0,39.0,0.0,5.0
Los Angeles-North Main Street,6/16/2020,13.0,41.0,0.0,2.0
Los Angeles-North Main Street,6/16/2020,13.0,41.0,0.0,2.0
Los Angeles-North Main Street,6/16/2020,12.0,41.0,0.0,2.0
Los Angeles-North Main Street,6/16/2020,12.0,41.0,0.0,2.0
Los Angeles-North Main Street,6/17/2020,14.0,36.0,0.0,2.0
Los Angeles-North Main Street,6/17/2020,14.0,36.0,0.0,2.0
Los Angeles-North Main Street,6/17/2020,13.0,36.0,0.0,2.0
Los Angeles-North Main Street,6/17/2020,13.0,36.0,0.0,2.0
Los Angeles-North Main Street,6/18/2020,12.0,38.0,0.0,3.0
Los Angeles-North Main Street,6/18/2020,12.0,38.0,0.0,2.0
Los Angeles-North Main Street,6/18/2020,12.0,38.0,0.0,3.0
Los Angeles-North Main Street,6/18/2020,12.0,38.0,0.0,2.0
Los Angeles-North Main Street,6/19/2020,16.0,42.0,0.0,3.0
Los Angeles-North Main Street,6/19/2020,15.0,42.0,0.0,3.0
Los Angeles-North Main Street,6/20/2020,5.0,40.0,0.0,2.0
Los Angeles-North Main Street,6/20/2020,4.0,40.0,0.0,2.0
Los Angeles-North Main Street,6/21/2020,8.0,48.0,0.0,2.0
Los Angeles-North Main Street,6/21/2020,7.0,48.0,0.0,2.0
Los Angeles-North Main Street,6/22/2020,19.0,64.0,0.0,3.0
Los Angeles-North Main Street,6/22/2020,17.0,64.0,0.0,3.0
Los Angeles-North Main Street,6/23/2020,20.0,51.0,0.0,3.0
Los Angeles-North Main Street,6/23/2020,19.0,51.0,0.0,3.0
Los Angeles-North Main Street,6/24/2020,22.0,45.0,0.0,3.0
Los Angeles-North Main Street,6/24/2020,20.0,45.0,0.0,3.0
Los Angeles-North Main Street,6/25/2020,16.0,43.0,0.0,3.0
Los Angeles-North Main Street,6/25/2020,14.0,43.0,0.0,3.0
Los Angeles-North Main Street,6/26/2020,18.0,42.0,0.0,3.0
Los Angeles-North Main Street,6/26/2020,16.0,42.0,0.0,3.0
Los Angeles-North Main Street,6/27/2020,15.0,44.0,0.0,3.0
Los Angeles-North Main Street,6/27/2020,13.0,44.0,0.0,3.0
Los Angeles-North Main Street,6/28/2020,7.0,27.0,0.0,2.0
Los Angeles-North Main Street,6/28/2020,6.0,27.0,0.0,2.0
Los Angeles-North Main Street,6/29/2020,10.0,33.0,0.0,2.0
Los Angeles-North Main Street,6/29/2020,9.0,33.0,0.0,2.0
Los Angeles-North Main Street,6/30/2020,22.0,35.0,0.0,3.0
Los Angeles-North Main Street,6/30/2020,20.0,35.0,0.0,3.0
Los Angeles-North Main Street,7/1/2020,15.0,40.0,0.0,2.0
Los Angeles-North Main Street,7/1/2020,15.0,40.0,0.0,2.0
Los Angeles-North Main Street,7/1/2020,13.0,40.0,0.0,2.0
Los Angeles-North Main Street,7/1/2020,13.0,40.0,0.0,2.0
Los Angeles-North Main Street,7/3/2020,20.0,54.0,0.0,5.0
Los Angeles-North Main Street,7/3/2020,20.0,54.0,0.0,5.0
Los Angeles-North Main Street,7/3/2020,18.0,54.0,0.0,5.0
Los Angeles-North Main Street,7/3/2020,18.0,54.0,0.0,5.0
Los Angeles-North Main Street,7/4/2020,26.0,47.0,4.0,5.0
Los Angeles-North Main Street,7/4/2020,26.0,47.0,4.0,5.0
Los Angeles-North Main Street,7/4/2020,20.0,47.0,4.0,5.0
Los Angeles-North Main Street,7/4/2020,20.0,47.0,4.0,5.0
Los Angeles-North Main Street,7/5/2020,21.0,64.0,4.0,7.0
Los Angeles-North Main Street,7/5/2020,21.0,64.0,4.0,7.0
Los Angeles-North Main Street,7/5/2020,18.0,64.0,4.0,7.0
Los Angeles-North Main Street,7/5/2020,18.0,64.0,4.0,7.0
Los Angeles-North Main Street,7/6/2020,25.0,77.0,1.0,7.0
Los Angeles-North Main Street,7/6/2020,25.0,77.0,1.0,7.0
Los Angeles-North Main Street,7/6/2020,23.0,77.0,1.0,7.0
Los Angeles-North Main Street,7/6/2020,23.0,77.0,1.0,7.0
Los Angeles-North Main Street,7/7/2020,25.0,50.0,0.0,3.0
Los Angeles-North Main Street,7/7/2020,25.0,50.0,0.0,3.0
Los Angeles-North Main Street,7/7/2020,23.0,50.0,0.0,3.0
Los Angeles-North Main Street,7/7/2020,23.0,50.0,0.0,3.0
Los Angeles-North Main Street,7/9/2020,21.0,74.0,0.0,3.0
Los Angeles-North Main Street,7/9/2020,21.0,74.0,0.0,3.0
Los Angeles-North Main Street,7/9/2020,19.0,74.0,0.0,3.0
Los Angeles-North Main Street,7/9/2020,19.0,74.0,0.0,3.0
Los Angeles-North Main Street,7/10/2020,34.0,101.0,0.0,5.0
Los Angeles-North Main Street,7/10/2020,34.0,101.0,0.0,5.0
Los Angeles-North Main Street,7/10/2020,31.0,101.0,0.0,5.0
Los Angeles-North Main Street,7/10/2020,31.0,101.0,0.0,5.0
Los Angeles-North Main Street,7/11/2020,25.0,84.0,0.0,6.0
Los Angeles-North Main Street,7/11/2020,25.0,84.0,0.0,3.0
Los Angeles-North Main Street,7/11/2020,21.0,84.0,0.0,6.0
Los Angeles-North Main Street,7/11/2020,21.0,84.0,0.0,3.0
Los Angeles-North Main Street,7/12/2020,24.0,74.0,0.0,3.0
Los Angeles-North Main Street,7/12/2020,22.0,74.0,0.0,3.0
Los Angeles-North Main Street,7/13/2020,21.0,45.0,0.0,3.0
Los Angeles-North Main Street,7/13/2020,18.0,45.0,0.0,3.0
Los Angeles-North Main Street,7/15/2020,12.0,44.0,0.0,2.0
Los Angeles-North Main Street,7/15/2020,10.0,44.0,0.0,2.0
Los Angeles-North Main Street,7/16/2020,18.0,44.0,0.0,3.0
Los Angeles-North Main Street,7/16/2020,17.0,44.0,0.0,3.0
Los Angeles-North Main Street,7/17/2020,11.0,43.0,0.0,3.0
Los Angeles-North Main Street,7/17/2020,10.0,43.0,0.0,3.0
Los Angeles-North Main Street,7/18/2020,13.0,38.0,0.0,3.0
Los Angeles-North Main Street,7/18/2020,12.0,38.0,0.0,3.0
Los Angeles-North Main Street,7/19/2020,16.0,37.0,1.0,3.0
Los Angeles-North Main Street,7/19/2020,14.0,37.0,1.0,3.0
Los Angeles-North Main Street,7/21/2020,21.0,42.0,0.0,5.0
Los Angeles-North Main Street,7/21/2020,19.0,42.0,0.0,5.0
Los Angeles-North Main Street,7/22/2020,20.0,34.0,0.0,3.0
Los Angeles-North Main Street,7/22/2020,18.0,34.0,0.0,3.0
Los Angeles-North Main Street,7/23/2020,14.0,37.0,0.0,2.0
Los Angeles-North Main Street,7/23/2020,13.0,37.0,0.0,2.0
Los Angeles-North Main Street,7/24/2020,14.0,42.0,0.0,2.0
Los Angeles-North Main Street,7/24/2020,13.0,42.0,0.0,2.0
Los Angeles-North Main Street,7/25/2020,16.0,48.0,0.0,3.0
Los Angeles-North Main Street,7/25/2020,15.0,48.0,0.0,3.0
Los Angeles-North Main Street,7/27/2020,17.0,37.0,0.0,3.0
Los Angeles-North Main Street,7/27/2020,15.0,37.0,0.0,3.0
Los Angeles-North Main Street,7/28/2020,18.0,39.0,0.0,3.0
Los Angeles-North Main Street,7/28/2020,17.0,39.0,0.0,3.0
Los Angeles-North Main Street,7/29/2020,17.0,42.0,0.0,3.0
Los Angeles-North Main Street,7/29/2020,15.0,42.0,0.0,3.0
Los Angeles-North Main Street,7/30/2020,33.0,44.0,0.0,6.0
Los Angeles-North Main Street,7/30/2020,29.0,44.0,0.0,6.0
Los Angeles-North Main Street,7/31/2020,46.0,51.0,3.0,11.0
Los Angeles-North Main Street,7/31/2020,43.0,51.0,3.0,11.0
Los Angeles-North Main Street,8/6/2020,26.0,42.0,0.0,2.0
Los Angeles-North Main Street,8/6/2020,24.0,42.0,0.0,2.0
Los Angeles-North Main Street,8/8/2020,14.0,44.0,1.0,5.0
Los Angeles-North Main Street,8/8/2020,14.0,44.0,1.0,3.0
Los Angeles-North Main Street,8/8/2020,13.0,44.0,1.0,5.0
Los Angeles-North Main Street,8/8/2020,13.0,44.0,1.0,3.0
Los Angeles-North Main Street,8/9/2020,8.0,40.0,0.0,3.0
Los Angeles-North Main Street,8/9/2020,8.0,40.0,0.0,2.0
Los Angeles-North Main Street,8/9/2020,8.0,40.0,0.0,3.0
Los Angeles-North Main Street,8/9/2020,8.0,40.0,0.0,2.0
Los Angeles-North Main Street,8/10/2020,14.0,37.0,0.0,5.0
Los Angeles-North Main Street,8/10/2020,14.0,37.0,0.0,3.0
Los Angeles-North Main Street,8/10/2020,13.0,37.0,0.0,5.0
Los Angeles-North Main Street,8/10/2020,13.0,37.0,0.0,3.0
Los Angeles-North Main Street,8/11/2020,22.0,37.0,0.0,6.0
Los Angeles-North Main Street,8/11/2020,22.0,37.0,0.0,5.0
Los Angeles-North Main Street,8/11/2020,20.0,37.0,0.0,6.0
Los Angeles-North Main Street,8/11/2020,20.0,37.0,0.0,5.0
Los Angeles-North Main Street,8/12/2020,50.0,45.0,0.0,9.0
Los Angeles-North Main Street,8/12/2020,50.0,45.0,0.0,8.0
Los Angeles-North Main Street,8/12/2020,48.0,45.0,0.0,9.0
Los Angeles-North Main Street,8/12/2020,48.0,45.0,0.0,8.0
Los Angeles-North Main Street,8/13/2020,29.0,45.0,0.0,7.0
Los Angeles-North Main Street,8/13/2020,29.0,45.0,0.0,6.0
Los Angeles-North Main Street,8/13/2020,26.0,45.0,0.0,7.0
Los Angeles-North Main Street,8/13/2020,26.0,45.0,0.0,6.0
Los Angeles-North Main Street,8/14/2020,56.0,46.0,1.0,10.0
Los Angeles-North Main Street,8/14/2020,56.0,46.0,1.0,3.0
Los Angeles-North Main Street,8/14/2020,53.0,46.0,1.0,10.0
Los Angeles-North Main Street,8/14/2020,53.0,46.0,1.0,3.0
Los Angeles-North Main Street,8/16/2020,15.0,40.0,0.0,3.0
Los Angeles-North Main Street,8/16/2020,15.0,40.0,0.0,3.0
Los Angeles-North Main Street,8/16/2020,14.0,40.0,0.0,3.0
Los Angeles-North Main Street,8/16/2020,14.0,40.0,0.0,3.0
Los Angeles-North Main Street,8/17/2020,33.0,48.0,1.0,8.0
Los Angeles-North Main Street,8/17/2020,33.0,48.0,1.0,7.0
Los Angeles-North Main Street,8/17/2020,29.0,48.0,1.0,8.0
Los Angeles-North Main Street,8/17/2020,29.0,48.0,1.0,7.0
Los Angeles-North Main Street,8/18/2020,36.0,147.0,0.0,8.0
Los Angeles-North Main Street,8/18/2020,36.0,147.0,0.0,5.0
Los Angeles-North Main Street,8/18/2020,34.0,147.0,0.0,8.0
Los Angeles-North Main Street,8/18/2020,34.0,147.0,0.0,5.0
Los Angeles-North Main Street,8/20/2020,38.0,45.0,0.0,8.0
Los Angeles-North Main Street,8/20/2020,38.0,45.0,0.0,7.0
Los Angeles-North Main Street,8/20/2020,35.0,45.0,0.0,8.0
Los Angeles-North Main Street,8/20/2020,35.0,45.0,0.0,7.0
Los Angeles-North Main Street,8/21/2020,31.0,50.0,1.0,7.0
Los Angeles-North Main Street,8/21/2020,31.0,50.0,1.0,3.0
Los Angeles-North Main Street,8/21/2020,28.0,50.0,1.0,7.0
Los Angeles-North Main Street,8/21/2020,28.0,50.0,1.0,3.0
Los Angeles-North Main Street,8/22/2020,30.0,67.0,0.0,7.0
Los Angeles-North Main Street,8/22/2020,26.0,67.0,0.0,7.0
Los Angeles-North Main Street,8/23/2020,15.0,45.0,0.0,6.0
Los Angeles-North Main Street,8/23/2020,12.0,45.0,0.0,6.0
Los Angeles-North Main Street,8/24/2020,13.0,31.0,0.0,5.0
Los Angeles-North Main Street,8/24/2020,11.0,31.0,0.0,5.0
Los Angeles-North Main Street,8/26/2020,29.0,38.0,0.0,9.0
Los Angeles-North Main Street,8/26/2020,27.0,38.0,0.0,9.0
Los Angeles-North Main Street,8/27/2020,26.0,54.0,1.0,9.0
Los Angeles-North Main Street,8/27/2020,25.0,54.0,1.0,9.0
Los Angeles-North Main Street,8/28/2020,25.0,44.0,1.0,7.0
Los Angeles-North Main Street,8/28/2020,24.0,44.0,1.0,7.0
Los Angeles-North Main Street,8/29/2020,12.0,45.0,0.0,5.0
Los Angeles-North Main Street,8/29/2020,11.0,45.0,0.0,5.0
Los Angeles-North Main Street,8/30/2020,10.0,49.0,0.0,3.0
Los Angeles-North Main Street,8/30/2020,9.0,49.0,0.0,3.0
Los Angeles-North Main Street,9/1/2020,17.0,45.0,0.0,5.0
Los Angeles-North Main Street,9/1/2020,15.0,45.0,0.0,5.0
Los Angeles-North Main Street,9/2/2020,24.0,44.0,0.0,6.0
Los Angeles-North Main Street,9/2/2020,23.0,44.0,0.0,6.0
Los Angeles-North Main Street,9/3/2020,34.0,61.0,0.0,7.0
Los Angeles-North Main Street,9/3/2020,32.0,61.0,0.0,7.0
Los Angeles-North Main Street,9/4/2020,58.0,129.0,0.0,11.0
Los Angeles-North Main Street,9/4/2020,55.0,129.0,0.0,11.0
Los Angeles-North Main Street,9/5/2020,54.0,154.0,1.0,13.0
Los Angeles-North Main Street,9/5/2020,49.0,154.0,1.0,13.0
Los Angeles-North Main Street,9/7/2020,30.0,37.0,0.0,7.0
Los Angeles-North Main Street,9/7/2020,26.0,37.0,0.0,7.0
Los Angeles-North Main Street,9/8/2020,13.0,25.0,0.0,5.0
Los Angeles-North Main Street,9/8/2020,12.0,25.0,0.0,5.0
Los Angeles-North Main Street,9/9/2020,25.0,37.0,0.0,9.0
Los Angeles-North Main Street,9/9/2020,22.0,37.0,0.0,9.0
Los Angeles-North Main Street,9/10/2020,37.0,10.0,1.0,15.0
Los Angeles-North Main Street,9/10/2020,34.0,10.0,1.0,15.0
Los Angeles-North Main Street,9/11/2020,43.0,48.0,0.0,16.0
Los Angeles-North Main Street,9/11/2020,41.0,48.0,0.0,16.0
Los Angeles-North Main Street,9/13/2020,32.0,105.0,0.0,16.0
Los Angeles-North Main Street,9/13/2020,32.0,105.0,0.0,14.0
Los Angeles-North Main Street,9/13/2020,28.0,105.0,0.0,16.0
Los Angeles-North Main Street,9/13/2020,28.0,105.0,0.0,14.0
Los Angeles-North Main Street,9/14/2020,52.0,101.0,0.0,18.0
Los Angeles-North Main Street,9/14/2020,52.0,101.0,0.0,16.0
Los Angeles-North Main Street,9/14/2020,47.0,101.0,0.0,18.0
Los Angeles-North Main Street,9/14/2020,47.0,101.0,0.0,16.0
Los Angeles-North Main Street,9/15/2020,43.0,93.0,0.0,18.0
Los Angeles-North Main Street,9/15/2020,43.0,93.0,0.0,15.0
Los Angeles-North Main Street,9/15/2020,40.0,93.0,0.0,18.0
Los Angeles-North Main Street,9/15/2020,40.0,93.0,0.0,15.0
Los Angeles-North Main Street,9/16/2020,47.0,126.0,0.0,15.0
Los Angeles-North Main Street,9/16/2020,47.0,126.0,0.0,13.0
