,Site Name,Date,DMean PM10,PM_UNITS,PM10 AQI,PM-WEIGHT,Lat,Lng,DMax NO2,NO2 Units,NO2 AQI,NO2-WEIGHT,DMax Ozone,Ozone Units,Ozone AQI,OZONE-WEIGHT,DMax SO2,SO2 Units,SO2 AQI,SO2-WEIGHT,DMax CO,CO Units,CO AQI,CO-WEIGHT
124,Cheyenne SLAMS site,8/21/2018,25.0,ug/m3 SC,23.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
125,Cheyenne SLAMS site,8/27/2018,23.0,ug/m3 SC,21.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
126,Cheyenne SLAMS site,9/2/2018,16.0,ug/m3 SC,15.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
127,Cheyenne SLAMS site,9/8/2018,11.0,ug/m3 SC,10.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
128,Cheyenne SLAMS site,9/14/2018,15.0,ug/m3 SC,14.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
129,Cheyenne SLAMS site,9/20/2018,15.0,ug/m3 SC,14.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
130,Cheyenne SLAMS site,9/26/2018,16.0,ug/m3 SC,15.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
131,Cheyenne SLAMS site,10/2/2018,8.0,ug/m3 SC,7.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
132,Cheyenne SLAMS site,10/8/2018,8.0,ug/m3 SC,7.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
133,Cheyenne SLAMS site,10/14/2018,5.0,ug/m3 SC,5.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
134,Cheyenne SLAMS site,10/20/2018,9.0,ug/m3 SC,8.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
135,Cheyenne SLAMS site,11/1/2018,1.0,ug/m3 SC,1.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
136,Cheyenne SLAMS site,11/7/2018,10.0,ug/m3 SC,9.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
137,Cheyenne SLAMS site,11/13/2018,3.0,ug/m3 SC,3.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
