Dmax Ozone,Year,Month,Day,OZONE-WEIGHT,Flag,Date Local
0.029,2000,03,02,25,0,3/2/2000
0.029,2000,03,02,25,0,3/2/2000
0.029,2000,03,02,25,0,3/2/2000
0.029,2000,03,03,25,0,3/3/2000
0.029,2000,03,03,25,0,3/3/2000
0.029,2000,03,03,25,0,3/3/2000
0.029,2000,03,03,25,0,3/3/2000
0.041,2000,03,04,35,0,3/4/2000
0.041,2000,03,04,35,0,3/4/2000
0.041,2000,03,04,35,0,3/4/2000
0.041,2000,03,04,35,0,3/4/2000
0.043,2000,03,05,36,0,3/5/2000
0.043,2000,03,05,36,0,3/5/2000
0.043,2000,03,05,36,0,3/5/2000
0.043,2000,03,05,36,0,3/5/2000
0.029,2000,03,06,25,0,3/6/2000
0.029,2000,03,06,25,0,3/6/2000
0.029,2000,03,06,25,0,3/6/2000
0.029,2000,03,06,25,0,3/6/2000
0.024,2000,03,07,20,0,3/7/2000
0.024,2000,03,07,20,0,3/7/2000
0.024,2000,03,07,20,0,3/7/2000
0.024,2000,03,07,20,0,3/7/2000
0.038,2000,03,08,32,0,3/8/2000
0.038,2000,03,08,32,0,3/8/2000
0.038,2000,03,08,32,0,3/8/2000
0.038,2000,03,08,32,0,3/8/2000
0.024,2000,03,09,20,0,3/9/2000
0.024,2000,03,09,20,0,3/9/2000
0.024,2000,03,09,20,0,3/9/2000
0.024,2000,03,09,20,0,3/9/2000
0.018,2000,03,10,15,0,3/10/2000
0.018,2000,03,10,15,0,3/10/2000
0.018,2000,03,10,15,0,3/10/2000
0.018,2000,03,10,15,0,3/10/2000
0.032,2000,03,11,27,0,3/11/2000
0.032,2000,03,11,27,0,3/11/2000
0.032,2000,03,11,27,0,3/11/2000
0.032,2000,03,11,27,0,3/11/2000
0.041,2000,03,12,35,0,3/12/2000
0.041,2000,03,12,35,0,3/12/2000
0.041,2000,03,12,35,0,3/12/2000
0.041,2000,03,12,35,0,3/12/2000
0.047,2000,03,13,40,0,3/13/2000
0.047,2000,03,13,40,0,3/13/2000
0.047,2000,03,13,40,0,3/13/2000
0.047,2000,03,13,40,0,3/13/2000
0.028,2000,03,14,24,0,3/14/2000
0.028,2000,03,14,24,0,3/14/2000
0.028,2000,03,14,24,0,3/14/2000
0.028,2000,03,14,24,0,3/14/2000
0.035,2000,03,15,30,0,3/15/2000
0.035,2000,03,15,30,0,3/15/2000
0.035,2000,03,15,30,0,3/15/2000
0.035,2000,03,15,30,0,3/15/2000
0.033,2000,03,16,28,0,3/16/2000
0.033,2000,03,16,28,0,3/16/2000
0.033,2000,03,16,28,0,3/16/2000
0.033,2000,03,16,28,0,3/16/2000
0.007,2000,03,17,6,0,3/17/2000
0.007,2000,03,17,6,0,3/17/2000
0.007,2000,03,17,6,0,3/17/2000
0.007,2000,03,17,6,0,3/17/2000
0.032,2000,03,18,27,0,3/18/2000
0.032,2000,03,18,27,0,3/18/2000
0.032,2000,03,18,27,0,3/18/2000
0.032,2000,03,18,27,0,3/18/2000
0.039,2000,03,19,33,0,3/19/2000
0.039,2000,03,19,33,0,3/19/2000
0.039,2000,03,19,33,0,3/19/2000
0.039,2000,03,19,33,0,3/19/2000
0.045,2000,03,20,38,0,3/20/2000
0.045,2000,03,20,38,0,3/20/2000
0.045,2000,03,20,38,0,3/20/2000
0.045,2000,03,20,38,0,3/20/2000
0.034,2000,03,21,29,0,3/21/2000
0.034,2000,03,21,29,0,3/21/2000
0.034,2000,03,21,29,0,3/21/2000
0.034,2000,03,21,29,0,3/21/2000
0.024,2000,03,22,20,0,3/22/2000
0.024,2000,03,22,20,0,3/22/2000
0.024,2000,03,22,20,0,3/22/2000
0.024,2000,03,22,20,0,3/22/2000
0.025,2000,03,23,21,0,3/23/2000
0.025,2000,03,23,21,0,3/23/2000
0.025,2000,03,23,21,0,3/23/2000
0.025,2000,03,23,21,0,3/23/2000
0.045,2000,03,24,38,0,3/24/2000
0.045,2000,03,24,38,0,3/24/2000
0.045,2000,03,24,38,0,3/24/2000
0.045,2000,03,24,38,0,3/24/2000
0.035,2000,03,25,30,0,3/25/2000
0.035,2000,03,25,30,0,3/25/2000
0.035,2000,03,25,30,0,3/25/2000
0.035,2000,03,25,30,0,3/25/2000
0.039,2000,03,26,33,0,3/26/2000
0.039,2000,03,26,33,0,3/26/2000
0.039,2000,03,26,33,0,3/26/2000
0.039,2000,03,26,33,0,3/26/2000
0.051,2000,03,27,43,0,3/27/2000
0.051,2000,03,27,43,0,3/27/2000
0.051,2000,03,27,43,0,3/27/2000
0.051,2000,03,27,43,0,3/27/2000
0.046,2000,03,28,39,0,3/28/2000
0.046,2000,03,28,39,0,3/28/2000
0.046,2000,03,28,39,0,3/28/2000
0.046,2000,03,28,39,0,3/28/2000
0.042,2000,03,29,36,0,3/29/2000
0.042,2000,03,29,36,0,3/29/2000
0.042,2000,03,29,36,0,3/29/2000
0.042,2000,03,29,36,0,3/29/2000
