NO2 AQI,DMax NO2,NO2-WEIGHT,Year,Month,Day,Site Name,LAt,Lng,Date
21,22.4,24,2020,11,23,SEATTLE - BEACON HILL,47.568236,-122.308628,11/23/2020
14,15.8,24,2020,11,26,SEATTLE - BEACON HILL,47.568236,-122.308628,11/26/2020
22,23.5,23,2020,11,29,SEATTLE - BEACON HILL,47.568236,-122.308628,11/29/2020
33,35.2,24,2020,12,02,SEATTLE - BEACON HILL,47.568236,-122.308628,12/2/2020
22,23.5,24,2020,12,05,SEATTLE - BEACON HILL,47.568236,-122.308628,12/5/2020
19,20,24,2020,12,08,SEATTLE - BEACON HILL,47.568236,-122.308628,12/8/2020
25,27.1,24,2020,12,14,SEATTLE - BEACON HILL,47.568236,-122.308628,12/14/2020
8,9.7,24,2020,12,17,SEATTLE - BEACON HILL,47.568236,-122.308628,12/17/2020
20,21.7,24,2020,12,20,SEATTLE - BEACON HILL,47.568236,-122.308628,12/20/2020
11,12.8,24,2020,12,26,SEATTLE - BEACON HILL,47.568236,-122.308628,12/26/2020
20,21.5,24,2020,12,29,SEATTLE - BEACON HILL,47.568236,-122.308628,12/29/2020
