O3 1st Max Hour,O3 1st Max Value,O3 AQI,O3 Mean,Date Local
8,0.039,36,0.029375,4/15/2013
8,0.039,36,0.029375,4/15/2013
8,0.039,36,0.029375,4/15/2013
8,0.039,36,0.029375,4/15/2013
8,0.039,36,0.029375,4/15/2013
8,0.039,36,0.029375,4/15/2013
8,0.039,36,0.029375,4/15/2013
12,0.045,42,0.028167,4/16/2013
12,0.045,42,0.028167,4/16/2013
12,0.045,42,0.028167,4/16/2013
12,0.045,42,0.028167,4/16/2013
12,0.045,42,0.028167,4/16/2013
12,0.045,42,0.028167,4/16/2013
12,0.045,42,0.028167,4/16/2013
12,0.045,42,0.028167,4/16/2013
11,0.049,45,0.029333,4/17/2013
11,0.049,45,0.029333,4/17/2013
11,0.049,45,0.029333,4/17/2013
11,0.049,45,0.029333,4/17/2013
11,0.049,45,0.029333,4/17/2013
11,0.049,45,0.029333,4/17/2013
11,0.049,45,0.029333,4/17/2013
11,0.049,45,0.029333,4/17/2013
9,0.039,36,0.031208,4/18/2013
9,0.039,36,0.031208,4/18/2013
9,0.039,36,0.031208,4/18/2013
9,0.039,36,0.031208,4/18/2013
9,0.039,36,0.031208,4/18/2013
9,0.039,36,0.031208,4/18/2013
9,0.039,36,0.031208,4/18/2013
9,0.039,36,0.031208,4/18/2013
7,0.03,28,0.02775,4/19/2013
7,0.03,28,0.02775,4/19/2013
7,0.03,28,0.02775,4/19/2013
7,0.03,28,0.02775,4/19/2013
7,0.03,28,0.02775,4/19/2013
7,0.03,28,0.02775,4/19/2013
7,0.03,28,0.02775,4/19/2013
7,0.03,28,0.02775,4/19/2013
11,0.049,45,0.031042,4/20/2013
11,0.049,45,0.031042,4/20/2013
11,0.049,45,0.031042,4/20/2013
11,0.049,45,0.031042,4/20/2013
11,0.049,45,0.031042,4/20/2013
11,0.049,45,0.031042,4/20/2013
11,0.049,45,0.031042,4/20/2013
11,0.049,45,0.031042,4/20/2013
11,0.046,43,0.039292,4/21/2013
11,0.046,43,0.039292,4/21/2013
11,0.046,43,0.039292,4/21/2013
11,0.046,43,0.039292,4/21/2013
11,0.046,43,0.039292,4/21/2013
11,0.046,43,0.039292,4/21/2013
11,0.046,43,0.039292,4/21/2013
11,0.046,43,0.039292,4/21/2013
10,0.055,51,0.045208,4/22/2013
10,0.055,51,0.045208,4/22/2013
10,0.055,51,0.045208,4/22/2013
10,0.055,51,0.045208,4/22/2013
10,0.055,51,0.045208,4/22/2013
10,0.055,51,0.045208,4/22/2013
10,0.055,51,0.045208,4/22/2013
10,0.055,51,0.045208,4/22/2013
10,0.045,42,0.036292,4/23/2013
10,0.045,42,0.036292,4/23/2013
10,0.045,42,0.036292,4/23/2013
10,0.045,42,0.036292,4/23/2013
10,0.045,42,0.036292,4/23/2013
10,0.045,42,0.036292,4/23/2013
10,0.045,42,0.036292,4/23/2013
10,0.045,42,0.036292,4/23/2013
11,0.046,43,0.034875,4/24/2013
11,0.046,43,0.034875,4/24/2013
11,0.046,43,0.034875,4/24/2013
11,0.046,43,0.034875,4/24/2013
11,0.046,43,0.034875,4/24/2013
11,0.046,43,0.034875,4/24/2013
11,0.046,43,0.034875,4/24/2013
11,0.046,43,0.034875,4/24/2013
11,0.052,48,0.036458,4/25/2013
11,0.052,48,0.036458,4/25/2013
11,0.052,48,0.036458,4/25/2013
11,0.052,48,0.036458,4/25/2013
11,0.052,48,0.036458,4/25/2013
11,0.052,48,0.036458,4/25/2013
11,0.052,48,0.036458,4/25/2013
11,0.052,48,0.036458,4/25/2013
10,0.061,71,0.041625,4/26/2013
10,0.061,71,0.041625,4/26/2013
10,0.061,71,0.041625,4/26/2013
10,0.061,71,0.041625,4/26/2013
10,0.061,71,0.041625,4/26/2013
10,0.061,71,0.041625,4/26/2013
10,0.061,71,0.041625,4/26/2013
10,0.061,71,0.041625,4/26/2013
9,0.043,40,0.029167,4/27/2013
9,0.043,40,0.029167,4/27/2013
9,0.043,40,0.029167,4/27/2013
9,0.043,40,0.029167,4/27/2013
9,0.043,40,0.029167,4/27/2013
9,0.043,40,0.029167,4/27/2013
9,0.043,40,0.029167,4/27/2013
9,0.043,40,0.029167,4/27/2013
8,0.03,28,0.024688,4/28/2013
8,0.03,28,0.024688,4/28/2013
8,0.03,28,0.024688,4/28/2013
8,0.03,28,0.024688,4/28/2013
8,0.03,28,0.024688,4/28/2013
8,0.03,28,0.024688,4/28/2013
8,0.03,28,0.024688,4/28/2013
8,0.03,28,0.024688,4/28/2013
11,0.038,35,0.019542,4/29/2013
11,0.038,35,0.019542,4/29/2013
11,0.038,35,0.019542,4/29/2013
11,0.038,35,0.019542,4/29/2013
11,0.038,35,0.019542,4/29/2013
11,0.038,35,0.019542,4/29/2013
11,0.038,35,0.019542,4/29/2013
11,0.038,35,0.019542,4/29/2013
11,0.036,33,0.027,4/30/2013
11,0.036,33,0.027,4/30/2013
11,0.036,33,0.027,4/30/2013
11,0.036,33,0.027,4/30/2013
11,0.036,33,0.027,4/30/2013
11,0.036,33,0.027,4/30/2013
11,0.036,33,0.027,4/30/2013
11,0.036,33,0.027,4/30/2013
9,0.037,34,0.030667,5/1/2013
9,0.037,34,0.030667,5/1/2013
9,0.037,34,0.030667,5/1/2013
9,0.037,34,0.030667,5/1/2013
9,0.037,34,0.030667,5/1/2013
9,0.037,34,0.030667,5/1/2013
9,0.037,34,0.030667,5/1/2013
9,0.037,34,0.030667,5/1/2013
0,0.027,25,0.025125,5/2/2013
0,0.027,25,0.025125,5/2/2013
0,0.027,25,0.025125,5/2/2013
0,0.027,25,0.025125,5/2/2013
0,0.027,25,0.025125,5/2/2013
0,0.027,25,0.025125,5/2/2013
0,0.027,25,0.025125,5/2/2013
0,0.027,25,0.025125,5/2/2013
21,0.041,38,0.035208,5/3/2013
21,0.041,38,0.035208,5/3/2013
21,0.041,38,0.035208,5/3/2013
21,0.041,38,0.035208,5/3/2013
21,0.041,38,0.035208,5/3/2013
21,0.041,38,0.035208,5/3/2013
21,0.041,38,0.035208,5/3/2013
21,0.041,38,0.035208,5/3/2013
0,0.039,36,0.03425,5/4/2013
0,0.039,36,0.03425,5/4/2013
0,0.039,36,0.03425,5/4/2013
0,0.039,36,0.03425,5/4/2013
0,0.039,36,0.03425,5/4/2013
0,0.039,36,0.03425,5/4/2013
0,0.039,36,0.03425,5/4/2013
0,0.039,36,0.03425,5/4/2013
2,0.034,31,0.029917,5/5/2013
2,0.034,31,0.029917,5/5/2013
2,0.034,31,0.029917,5/5/2013
2,0.034,31,0.029917,5/5/2013
2,0.034,31,0.029917,5/5/2013
2,0.034,31,0.029917,5/5/2013
2,0.034,31,0.029917,5/5/2013
2,0.034,31,0.029917,5/5/2013
10,0.044,41,0.033875,5/6/2013
10,0.044,41,0.033875,5/6/2013
10,0.044,41,0.033875,5/6/2013
10,0.044,41,0.033875,5/6/2013
10,0.044,41,0.033875,5/6/2013
10,0.044,41,0.033875,5/6/2013
10,0.044,41,0.033875,5/6/2013
10,0.044,41,0.033875,5/6/2013
11,0.043,40,0.027333,5/7/2013
11,0.043,40,0.027333,5/7/2013
11,0.043,40,0.027333,5/7/2013
11,0.043,40,0.027333,5/7/2013
11,0.043,40,0.027333,5/7/2013
11,0.043,40,0.027333,5/7/2013
11,0.043,40,0.027333,5/7/2013
11,0.043,40,0.027333,5/7/2013
11,0.044,41,0.02375,5/8/2013
11,0.044,41,0.02375,5/8/2013
11,0.044,41,0.02375,5/8/2013
11,0.044,41,0.02375,5/8/2013
11,0.044,41,0.02375,5/8/2013
11,0.044,41,0.02375,5/8/2013
11,0.044,41,0.02375,5/8/2013
11,0.044,41,0.02375,5/8/2013
10,0.051,47,0.026292,5/9/2013
10,0.051,47,0.026292,5/9/2013
10,0.051,47,0.026292,5/9/2013
10,0.051,47,0.026292,5/9/2013
10,0.051,47,0.026292,5/9/2013
10,0.051,47,0.026292,5/9/2013
10,0.051,47,0.026292,5/9/2013
10,0.051,47,0.026292,5/9/2013
10,0.049,45,0.032833,5/10/2013
10,0.049,45,0.032833,5/10/2013
10,0.049,45,0.032833,5/10/2013
10,0.049,45,0.032833,5/10/2013
10,0.049,45,0.032833,5/10/2013
10,0.049,45,0.032833,5/10/2013
10,0.049,45,0.032833,5/10/2013
10,0.049,45,0.032833,5/10/2013
10,0.047,44,0.037583,5/11/2013
10,0.047,44,0.037583,5/11/2013
10,0.047,44,0.037583,5/11/2013
10,0.047,44,0.037583,5/11/2013
10,0.047,44,0.037583,5/11/2013
10,0.047,44,0.037583,5/11/2013
10,0.047,44,0.037583,5/11/2013
10,0.047,44,0.037583,5/11/2013
11,0.049,45,0.039958,5/12/2013
11,0.049,45,0.039958,5/12/2013
11,0.049,45,0.039958,5/12/2013
11,0.049,45,0.039958,5/12/2013
11,0.049,45,0.039958,5/12/2013
11,0.049,45,0.039958,5/12/2013
11,0.049,45,0.039958,5/12/2013
11,0.049,45,0.039958,5/12/2013
11,0.051,47,0.040417,5/13/2013
11,0.051,47,0.040417,5/13/2013
11,0.051,47,0.040417,5/13/2013
11,0.051,47,0.040417,5/13/2013
11,0.051,47,0.040417,5/13/2013
11,0.051,47,0.040417,5/13/2013
11,0.051,47,0.040417,5/13/2013
11,0.051,47,0.040417,5/13/2013
10,0.057,58,0.044333,5/14/2013
10,0.057,58,0.044333,5/14/2013
10,0.057,58,0.044333,5/14/2013
10,0.057,58,0.044333,5/14/2013
10,0.057,58,0.044333,5/14/2013
10,0.057,58,0.044333,5/14/2013
10,0.057,58,0.044333,5/14/2013
10,0.057,58,0.044333,5/14/2013
10,0.067,90,0.055714,5/15/2013
10,0.067,90,0.055714,5/15/2013
10,0.067,90,0.055714,5/15/2013
10,0.067,90,0.055714,5/15/2013
10,0.067,90,0.055714,5/15/2013
10,0.067,90,0.055714,5/15/2013
10,0.067,90,0.055714,5/15/2013
10,0.067,90,0.055714,5/15/2013
10,0.062,74,0.04375,5/16/2013
10,0.062,74,0.04375,5/16/2013
10,0.062,74,0.04375,5/16/2013
10,0.062,74,0.04375,5/16/2013
10,0.062,74,0.04375,5/16/2013
10,0.062,74,0.04375,5/16/2013
10,0.062,74,0.04375,5/16/2013
10,0.062,74,0.04375,5/16/2013
10,0.068,93,0.038625,5/17/2013
10,0.068,93,0.038625,5/17/2013
10,0.068,93,0.038625,5/17/2013
10,0.068,93,0.038625,5/17/2013
10,0.068,93,0.038625,5/17/2013
10,0.068,93,0.038625,5/17/2013
10,0.068,93,0.038625,5/17/2013
10,0.068,93,0.038625,5/17/2013
9,0.044,41,0.034042,5/18/2013
9,0.044,41,0.034042,5/18/2013
9,0.044,41,0.034042,5/18/2013
9,0.044,41,0.034042,5/18/2013
9,0.044,41,0.034042,5/18/2013
9,0.044,41,0.034042,5/18/2013
9,0.044,41,0.034042,5/18/2013
9,0.044,41,0.034042,5/18/2013
9,0.031,29,0.025417,5/19/2013
9,0.031,29,0.025417,5/19/2013
9,0.031,29,0.025417,5/19/2013
9,0.031,29,0.025417,5/19/2013
9,0.031,29,0.025417,5/19/2013
9,0.031,29,0.025417,5/19/2013
9,0.031,29,0.025417,5/19/2013
9,0.031,29,0.025417,5/19/2013
11,0.049,45,0.03185,5/20/2013
11,0.049,45,0.03185,5/20/2013
11,0.049,45,0.03185,5/20/2013
11,0.049,45,0.03185,5/20/2013
11,0.049,45,0.03185,5/20/2013
11,0.049,45,0.03185,5/20/2013
11,0.049,45,0.03185,5/20/2013
11,0.049,45,0.03185,5/20/2013
9,0.044,41,0.024565,5/21/2013
9,0.044,41,0.024565,5/21/2013
9,0.044,41,0.024565,5/21/2013
9,0.044,41,0.024565,5/21/2013
9,0.044,41,0.024565,5/21/2013
9,0.044,41,0.024565,5/21/2013
9,0.044,41,0.024565,5/21/2013
9,0.044,41,0.024565,5/21/2013
10,0.045,42,0.034208,5/22/2013
10,0.045,42,0.034208,5/22/2013
10,0.045,42,0.034208,5/22/2013
10,0.045,42,0.034208,5/22/2013
10,0.045,42,0.034208,5/22/2013
10,0.045,42,0.034208,5/22/2013
10,0.045,42,0.034208,5/22/2013
10,0.045,42,0.034208,5/22/2013
11,0.039,36,0.028625,5/23/2013
11,0.039,36,0.028625,5/23/2013
11,0.039,36,0.028625,5/23/2013
11,0.039,36,0.028625,5/23/2013
11,0.039,36,0.028625,5/23/2013
11,0.039,36,0.028625,5/23/2013
11,0.039,36,0.028625,5/23/2013
11,0.039,36,0.028625,5/23/2013
11,0.045,42,0.029875,5/24/2013
11,0.045,42,0.029875,5/24/2013
11,0.045,42,0.029875,5/24/2013
11,0.045,42,0.029875,5/24/2013
11,0.045,42,0.029875,5/24/2013
11,0.045,42,0.029875,5/24/2013
11,0.045,42,0.029875,5/24/2013
11,0.045,42,0.029875,5/24/2013
11,0.05,46,0.03575,5/25/2013
11,0.05,46,0.03575,5/25/2013
11,0.05,46,0.03575,5/25/2013
11,0.05,46,0.03575,5/25/2013
11,0.05,46,0.03575,5/25/2013
11,0.05,46,0.03575,5/25/2013
11,0.05,46,0.03575,5/25/2013
11,0.05,46,0.03575,5/25/2013
11,0.054,50,0.03675,5/26/2013
11,0.054,50,0.03675,5/26/2013
11,0.054,50,0.03675,5/26/2013
11,0.054,50,0.03675,5/26/2013
11,0.054,50,0.03675,5/26/2013
11,0.054,50,0.03675,5/26/2013
11,0.054,50,0.03675,5/26/2013
11,0.054,50,0.03675,5/26/2013
10,0.053,49,0.040667,5/27/2013
10,0.053,49,0.040667,5/27/2013
10,0.053,49,0.040667,5/27/2013
10,0.053,49,0.040667,5/27/2013
10,0.053,49,0.040667,5/27/2013
10,0.053,49,0.040667,5/27/2013
10,0.053,49,0.040667,5/27/2013
10,0.053,49,0.040667,5/27/2013
10,0.049,45,0.039625,5/28/2013
10,0.049,45,0.039625,5/28/2013
10,0.049,45,0.039625,5/28/2013
10,0.049,45,0.039625,5/28/2013
10,0.049,45,0.039625,5/28/2013
10,0.049,45,0.039625,5/28/2013
10,0.049,45,0.039625,5/28/2013
10,0.049,45,0.039625,5/28/2013
10,0.051,47,0.037542,5/29/2013
10,0.051,47,0.037542,5/29/2013
10,0.051,47,0.037542,5/29/2013
10,0.051,47,0.037542,5/29/2013
10,0.051,47,0.037542,5/29/2013
10,0.051,47,0.037542,5/29/2013
10,0.051,47,0.037542,5/29/2013
10,0.051,47,0.037542,5/29/2013
9,0.048,44,0.030042,5/30/2013
9,0.048,44,0.030042,5/30/2013
9,0.048,44,0.030042,5/30/2013
9,0.048,44,0.030042,5/30/2013
9,0.048,44,0.030042,5/30/2013
9,0.048,44,0.030042,5/30/2013
9,0.048,44,0.030042,5/30/2013
9,0.048,44,0.030042,5/30/2013
11,0.033,31,0.021,5/31/2013
11,0.033,31,0.021,5/31/2013
11,0.033,31,0.021,5/31/2013
11,0.033,31,0.021,5/31/2013
11,0.033,31,0.021,5/31/2013
11,0.033,31,0.021,5/31/2013
11,0.033,31,0.021,5/31/2013
11,0.033,31,0.021,5/31/2013
11,0.032,30,0.023875,6/1/2013
11,0.032,30,0.023875,6/1/2013
11,0.032,30,0.023875,6/1/2013
11,0.032,30,0.023875,6/1/2013
11,0.032,30,0.023875,6/1/2013
11,0.032,30,0.023875,6/1/2013
11,0.032,30,0.023875,6/1/2013
11,0.032,30,0.023875,6/1/2013
10,0.027,25,0.020167,6/2/2013
10,0.027,25,0.020167,6/2/2013
10,0.027,25,0.020167,6/2/2013
10,0.027,25,0.020167,6/2/2013
10,0.027,25,0.020167,6/2/2013
10,0.027,25,0.020167,6/2/2013
10,0.027,25,0.020167,6/2/2013
10,0.027,25,0.020167,6/2/2013
11,0.044,41,0.028167,6/3/2013
11,0.044,41,0.028167,6/3/2013
11,0.044,41,0.028167,6/3/2013
11,0.044,41,0.028167,6/3/2013
11,0.044,41,0.028167,6/3/2013
11,0.044,41,0.028167,6/3/2013
11,0.044,41,0.028167,6/3/2013
11,0.044,41,0.028167,6/3/2013
9,0.045,42,0.037875,6/4/2013
9,0.045,42,0.037875,6/4/2013
9,0.045,42,0.037875,6/4/2013
9,0.045,42,0.037875,6/4/2013
9,0.045,42,0.037875,6/4/2013
9,0.045,42,0.037875,6/4/2013
9,0.045,42,0.037875,6/4/2013
9,0.045,42,0.037875,6/4/2013
10,0.04,37,0.031792,6/5/2013
10,0.04,37,0.031792,6/5/2013
10,0.04,37,0.031792,6/5/2013
10,0.04,37,0.031792,6/5/2013
10,0.04,37,0.031792,6/5/2013
10,0.04,37,0.031792,6/5/2013
10,0.04,37,0.031792,6/5/2013
10,0.04,37,0.031792,6/5/2013
0,0.025,23,0.017208,6/6/2013
0,0.025,23,0.017208,6/6/2013
0,0.025,23,0.017208,6/6/2013
0,0.025,23,0.017208,6/6/2013
0,0.025,23,0.017208,6/6/2013
0,0.025,23,0.017208,6/6/2013
0,0.025,23,0.017208,6/6/2013
0,0.025,23,0.017208,6/6/2013
15,0.031,29,0.021292,6/7/2013
15,0.031,29,0.021292,6/7/2013
15,0.031,29,0.021292,6/7/2013
15,0.031,29,0.021292,6/7/2013
15,0.031,29,0.021292,6/7/2013
15,0.031,29,0.021292,6/7/2013
15,0.031,29,0.021292,6/7/2013
15,0.031,29,0.021292,6/7/2013
10,0.046,43,0.026917,6/8/2013
10,0.046,43,0.026917,6/8/2013
10,0.046,43,0.026917,6/8/2013
10,0.046,43,0.026917,6/8/2013
10,0.046,43,0.026917,6/8/2013
10,0.046,43,0.026917,6/8/2013
10,0.046,43,0.026917,6/8/2013
10,0.046,43,0.026917,6/8/2013
9,0.041,38,0.026292,6/9/2013
9,0.041,38,0.026292,6/9/2013
9,0.041,38,0.026292,6/9/2013
9,0.041,38,0.026292,6/9/2013
9,0.041,38,0.026292,6/9/2013
9,0.041,38,0.026292,6/9/2013
9,0.041,38,0.026292,6/9/2013
9,0.041,38,0.026292,6/9/2013
18,0.021,19,0.017667,6/10/2013
18,0.021,19,0.017667,6/10/2013
18,0.021,19,0.017667,6/10/2013
18,0.021,19,0.017667,6/10/2013
18,0.021,19,0.017667,6/10/2013
18,0.021,19,0.017667,6/10/2013
18,0.021,19,0.017667,6/10/2013
18,0.021,19,0.017667,6/10/2013
10,0.045,42,0.025458,6/11/2013
10,0.045,42,0.025458,6/11/2013
10,0.045,42,0.025458,6/11/2013
10,0.045,42,0.025458,6/11/2013
10,0.045,42,0.025458,6/11/2013
10,0.045,42,0.025458,6/11/2013
10,0.045,42,0.025458,6/11/2013
10,0.045,42,0.025458,6/11/2013
10,0.06,67,0.035875,6/12/2013
10,0.06,67,0.035875,6/12/2013
10,0.06,67,0.035875,6/12/2013
10,0.06,67,0.035875,6/12/2013
10,0.06,67,0.035875,6/12/2013
10,0.06,67,0.035875,6/12/2013
10,0.06,67,0.035875,6/12/2013
10,0.06,67,0.035875,6/12/2013
10,0.05,46,0.038458,6/20/2013
10,0.05,46,0.038458,6/20/2013
10,0.05,46,0.038458,6/20/2013
10,0.05,46,0.038458,6/20/2013
10,0.05,46,0.038458,6/20/2013
10,0.05,46,0.038458,6/20/2013
10,0.05,46,0.038458,6/20/2013
10,0.05,46,0.038458,6/20/2013
12,0.058,61,0.04225,6/21/2013
12,0.058,61,0.04225,6/21/2013
12,0.058,61,0.04225,6/21/2013
12,0.058,61,0.04225,6/21/2013
12,0.058,61,0.04225,6/21/2013
12,0.058,61,0.04225,6/21/2013
12,0.058,61,0.04225,6/21/2013
12,0.058,61,0.04225,6/21/2013
10,0.043,40,0.02875,6/22/2013
10,0.043,40,0.02875,6/22/2013
10,0.043,40,0.02875,6/22/2013
10,0.043,40,0.02875,6/22/2013
10,0.043,40,0.02875,6/22/2013
10,0.043,40,0.02875,6/22/2013
10,0.043,40,0.02875,6/22/2013
10,0.043,40,0.02875,6/22/2013
9,0.043,40,0.026167,6/23/2013
9,0.043,40,0.026167,6/23/2013
9,0.043,40,0.026167,6/23/2013
9,0.043,40,0.026167,6/23/2013
9,0.043,40,0.026167,6/23/2013
9,0.043,40,0.026167,6/23/2013
9,0.043,40,0.026167,6/23/2013
9,0.043,40,0.026167,6/23/2013
9,0.028,26,0.018583,6/24/2013
9,0.028,26,0.018583,6/24/2013
9,0.028,26,0.018583,6/24/2013
9,0.028,26,0.018583,6/24/2013
9,0.028,26,0.018583,6/24/2013
9,0.028,26,0.018583,6/24/2013
9,0.028,26,0.018583,6/24/2013
9,0.028,26,0.018583,6/24/2013
9,0.032,30,0.021708,6/25/2013
9,0.032,30,0.021708,6/25/2013
9,0.032,30,0.021708,6/25/2013
9,0.032,30,0.021708,6/25/2013
9,0.032,30,0.021708,6/25/2013
9,0.032,30,0.021708,6/25/2013
9,0.032,30,0.021708,6/25/2013
9,0.032,30,0.021708,6/25/2013
10,0.044,41,0.028708,6/26/2013
10,0.044,41,0.028708,6/26/2013
10,0.044,41,0.028708,6/26/2013
10,0.044,41,0.028708,6/26/2013
10,0.044,41,0.028708,6/26/2013
10,0.044,41,0.028708,6/26/2013
10,0.044,41,0.028708,6/26/2013
10,0.044,41,0.028708,6/26/2013
9,0.034,31,0.019708,6/27/2013
9,0.034,31,0.019708,6/27/2013
9,0.034,31,0.019708,6/27/2013
9,0.034,31,0.019708,6/27/2013
9,0.034,31,0.019708,6/27/2013
9,0.034,31,0.019708,6/27/2013
9,0.034,31,0.019708,6/27/2013
9,0.034,31,0.019708,6/27/2013
10,0.052,48,0.031458,6/28/2013
10,0.052,48,0.031458,6/28/2013
10,0.052,48,0.031458,6/28/2013
10,0.052,48,0.031458,6/28/2013
10,0.052,48,0.031458,6/28/2013
10,0.052,48,0.031458,6/28/2013
10,0.052,48,0.031458,6/28/2013
10,0.052,48,0.031458,6/28/2013
11,0.043,40,0.031625,6/29/2013
11,0.043,40,0.031625,6/29/2013
11,0.043,40,0.031625,6/29/2013
11,0.043,40,0.031625,6/29/2013
11,0.043,40,0.031625,6/29/2013
11,0.043,40,0.031625,6/29/2013
11,0.043,40,0.031625,6/29/2013
11,0.043,40,0.031625,6/29/2013
9,0.035,32,0.027542,6/30/2013
9,0.035,32,0.027542,6/30/2013
9,0.035,32,0.027542,6/30/2013
9,0.035,32,0.027542,6/30/2013
9,0.035,32,0.027542,6/30/2013
9,0.035,32,0.027542,6/30/2013
9,0.035,32,0.027542,6/30/2013
9,0.035,32,0.027542,6/30/2013
9,0.034,31,0.02625,7/1/2013
9,0.034,31,0.02625,7/1/2013
9,0.034,31,0.02625,7/1/2013
9,0.034,31,0.02625,7/1/2013
9,0.034,31,0.02625,7/1/2013
9,0.034,31,0.02625,7/1/2013
9,0.034,31,0.02625,7/1/2013
9,0.034,31,0.02625,7/1/2013
6,0.022,20,0.016833,7/2/2013
6,0.022,20,0.016833,7/2/2013
6,0.022,20,0.016833,7/2/2013
6,0.022,20,0.016833,7/2/2013
6,0.022,20,0.016833,7/2/2013
6,0.022,20,0.016833,7/2/2013
6,0.022,20,0.016833,7/2/2013
6,0.022,20,0.016833,7/2/2013
8,0.018,17,0.013458,7/3/2013
8,0.018,17,0.013458,7/3/2013
8,0.018,17,0.013458,7/3/2013
8,0.018,17,0.013458,7/3/2013
8,0.018,17,0.013458,7/3/2013
8,0.018,17,0.013458,7/3/2013
8,0.018,17,0.013458,7/3/2013
8,0.018,17,0.013458,7/3/2013
9,0.016,15,0.010667,7/4/2013
9,0.016,15,0.010667,7/4/2013
9,0.016,15,0.010667,7/4/2013
9,0.016,15,0.010667,7/4/2013
9,0.016,15,0.010667,7/4/2013
9,0.016,15,0.010667,7/4/2013
9,0.016,15,0.010667,7/4/2013
9,0.016,15,0.010667,7/4/2013
9,0.015,14,0.00975,7/5/2013
9,0.015,14,0.00975,7/5/2013
9,0.015,14,0.00975,7/5/2013
9,0.015,14,0.00975,7/5/2013
9,0.015,14,0.00975,7/5/2013
9,0.015,14,0.00975,7/5/2013
9,0.015,14,0.00975,7/5/2013
9,0.015,14,0.00975,7/5/2013
8,0.019,18,0.012625,7/6/2013
8,0.019,18,0.012625,7/6/2013
8,0.019,18,0.012625,7/6/2013
8,0.019,18,0.012625,7/6/2013
8,0.019,18,0.012625,7/6/2013
8,0.019,18,0.012625,7/6/2013
8,0.019,18,0.012625,7/6/2013
8,0.019,18,0.012625,7/6/2013
10,0.021,19,0.013458,7/7/2013
10,0.021,19,0.013458,7/7/2013
10,0.021,19,0.013458,7/7/2013
10,0.021,19,0.013458,7/7/2013
10,0.021,19,0.013458,7/7/2013
10,0.021,19,0.013458,7/7/2013
10,0.021,19,0.013458,7/7/2013
10,0.021,19,0.013458,7/7/2013
11,0.032,30,0.017708,7/8/2013
11,0.032,30,0.017708,7/8/2013
11,0.032,30,0.017708,7/8/2013
11,0.032,30,0.017708,7/8/2013
11,0.032,30,0.017708,7/8/2013
11,0.032,30,0.017708,7/8/2013
11,0.032,30,0.017708,7/8/2013
11,0.032,30,0.017708,7/8/2013
10,0.04,37,0.023958,7/9/2013
10,0.04,37,0.023958,7/9/2013
10,0.04,37,0.023958,7/9/2013
10,0.04,37,0.023958,7/9/2013
10,0.04,37,0.023958,7/9/2013
10,0.04,37,0.023958,7/9/2013
10,0.04,37,0.023958,7/9/2013
10,0.04,37,0.023958,7/9/2013
10,0.04,37,0.028667,7/10/2013
10,0.04,37,0.028667,7/10/2013
10,0.04,37,0.028667,7/10/2013
10,0.04,37,0.028667,7/10/2013
10,0.04,37,0.028667,7/10/2013
10,0.04,37,0.028667,7/10/2013
10,0.04,37,0.028667,7/10/2013
10,0.04,37,0.028667,7/10/2013
12,0.043,40,0.030333,7/12/2013
12,0.043,40,0.030333,7/12/2013
12,0.043,40,0.030333,7/12/2013
12,0.043,40,0.030333,7/12/2013
12,0.043,40,0.030333,7/12/2013
12,0.043,40,0.030333,7/12/2013
12,0.043,40,0.030333,7/12/2013
12,0.043,40,0.030333,7/12/2013
9,0.031,29,0.022708,7/13/2013
9,0.031,29,0.022708,7/13/2013
9,0.031,29,0.022708,7/13/2013
9,0.031,29,0.022708,7/13/2013
9,0.031,29,0.022708,7/13/2013
9,0.031,29,0.022708,7/13/2013
9,0.031,29,0.022708,7/13/2013
9,0.031,29,0.022708,7/13/2013
11,0.02,19,0.014708,7/14/2013
11,0.02,19,0.014708,7/14/2013
11,0.02,19,0.014708,7/14/2013
11,0.02,19,0.014708,7/14/2013
11,0.02,19,0.014708,7/14/2013
11,0.02,19,0.014708,7/14/2013
11,0.02,19,0.014708,7/14/2013
11,0.02,19,0.014708,7/14/2013
10,0.024,22,0.013208,7/15/2013
10,0.024,22,0.013208,7/15/2013
10,0.024,22,0.013208,7/15/2013
10,0.024,22,0.013208,7/15/2013
10,0.024,22,0.013208,7/15/2013
10,0.024,22,0.013208,7/15/2013
10,0.024,22,0.013208,7/15/2013
10,0.024,22,0.013208,7/15/2013
11,0.056,54,0.026583,7/16/2013
11,0.056,54,0.026583,7/16/2013
11,0.056,54,0.026583,7/16/2013
11,0.056,54,0.026583,7/16/2013
11,0.056,54,0.026583,7/16/2013
11,0.056,54,0.026583,7/16/2013
11,0.056,54,0.026583,7/16/2013
11,0.056,54,0.026583,7/16/2013
9,0.043,40,0.020792,7/17/2013
9,0.043,40,0.020792,7/17/2013
9,0.043,40,0.020792,7/17/2013
9,0.043,40,0.020792,7/17/2013
9,0.043,40,0.020792,7/17/2013
9,0.043,40,0.020792,7/17/2013
9,0.043,40,0.020792,7/17/2013
9,0.043,40,0.020792,7/17/2013
10,0.066,87,0.033,7/18/2013
10,0.066,87,0.033,7/18/2013
10,0.066,87,0.033,7/18/2013
10,0.066,87,0.033,7/18/2013
10,0.066,87,0.033,7/18/2013
10,0.066,87,0.033,7/18/2013
10,0.066,87,0.033,7/18/2013
10,0.066,87,0.033,7/18/2013
9,0.04,37,0.025208,7/19/2013
9,0.04,37,0.025208,7/19/2013
9,0.04,37,0.025208,7/19/2013
9,0.04,37,0.025208,7/19/2013
