Date,Source,Site ID,POC,Daily Max 8-hour CO Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
10/6/2018,AQS,530330080,2,0.3,ppm,3,SEATTLE - BEACON HILL,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.568236,-122.308628
10/7/2018,AQS,530330080,2,0.3,ppm,3,SEATTLE - BEACON HILL,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.568236,-122.308628
10/8/2018,AQS,530330080,2,0.3,ppm,3,SEATTLE - BEACON HILL,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.568236,-122.308628
10/9/2018,AQS,530330080,2,0.4,ppm,5,SEATTLE - BEACON HILL,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.568236,-122.308628
10/10/2018,AQS,530330080,2,0.5,ppm,6,SEATTLE - BEACON HILL,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.568236,-122.308628
10/11/2018,AQS,530330080,2,0.4,ppm,5,SEATTLE - BEACON HILL,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.568236,-122.308628
10/12/2018,AQS,530330080,2,0.4,ppm,5,SEATTLE - BEACON HILL,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.568236,-122.308628
10/13/2018,AQS,530330080,2,0.3,ppm,3,SEATTLE - BEACON HILL,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.568236,-122.308628
10/14/2018,AQS,530330080,2,0.3,ppm,3,SEATTLE - BEACON HILL,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.568236,-122.308628
10/15/2018,AQS,530330080,2,0.3,ppm,3,SEATTLE - BEACON HILL,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.568236,-122.308628
10/16/2018,AQS,530330080,2,0.3,ppm,3,SEATTLE - BEACON HILL,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.568236,-122.308628
10/17/2018,AQS,530330080,2,0.6,ppm,7,SEATTLE - BEACON HILL,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.568236,-122.308628
10/18/2018,AQS,530330080,2,0.6,ppm,7,SEATTLE - BEACON HILL,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.568236,-122.308628
10/19/2018,AQS,530330080,2,0.6,ppm,7,SEATTLE - BEACON HILL,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.568236,-122.308628
10/20/2018,AQS,530330080,2,0.3,ppm,3,SEATTLE - BEACON HILL,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.568236,-122.308628
10/21/2018,AQS,530330080,2,0.5,ppm,6,SEATTLE - BEACON HILL,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.568236,-122.308628
10/22/2018,AQS,530330080,2,0.6,ppm,7,SEATTLE - BEACON HILL,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.568236,-122.308628
10/23/2018,AQS,530330080,2,0.8,ppm,9,SEATTLE - BEACON HILL,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.568236,-122.308628
