DMax Ozone,Year,Month,Day,OZONE-WEIGHT,Flag,Site Name,Lat,Lng,Date
0.019,2018,9,17,17,0,Newark Firehouse,40.720989,-74.192892,9/17/2018
0.021,2018,9,20,17,0,Newark Firehouse,40.720989,-74.192892,9/20/2018
0.019,2018,9,23,17,0,Newark Firehouse,40.720989,-74.192892,9/23/2018
0.028,2018,9,26,17,0,Newark Firehouse,40.720989,-74.192892,9/26/2018
0.037,2018,9,29,17,0,Newark Firehouse,40.720989,-74.192892,9/29/2018
0.039,2018,10,2,17,0,Newark Firehouse,40.720989,-74.192892,10/2/2018
0.023,2018,10,5,17,0,Newark Firehouse,40.720989,-74.192892,10/5/2018
0.005,2018,10,8,17,0,Newark Firehouse,40.720989,-74.192892,10/8/2018
0.019,2018,10,11,17,0,Newark Firehouse,40.720989,-74.192892,10/11/2018
0.03,2018,10,17,17,0,Newark Firehouse,40.720989,-74.192892,10/17/2018
0.027,2018,10,20,17,0,Newark Firehouse,40.720989,-74.192892,10/20/2018
0.032,2018,10,23,17,0,Newark Firehouse,40.720989,-74.192892,10/23/2018
0.025,2018,10,26,17,0,Newark Firehouse,40.720989,-74.192892,10/26/2018
0.021,2018,10,29,17,0,Newark Firehouse,40.720989,-74.192892,10/29/2018
0.03,2018,11,1,17,0,Newark Firehouse,40.720989,-74.192892,11/1/2018
0.025,2018,11,4,17,0,Newark Firehouse,40.720989,-74.192892,11/4/2018
0.025,2018,11,7,17,0,Newark Firehouse,40.720989,-74.192892,11/7/2018
0.03,2018,11,10,17,0,Newark Firehouse,40.720989,-74.192892,11/10/2018
0.025,2018,11,13,17,0,Newark Firehouse,40.720989,-74.192892,11/13/2018
0.028,2018,11,16,17,0,Newark Firehouse,40.720989,-74.192892,11/16/2018
0.013,2018,11,19,17,0,Newark Firehouse,40.720989,-74.192892,11/19/2018
0.033,2018,11,22,17,0,Newark Firehouse,40.720989,-74.192892,11/22/2018
0.031,2018,11,25,17,0,Newark Firehouse,40.720989,-74.192892,11/25/2018
0.022,2018,11,28,17,0,Newark Firehouse,40.720989,-74.192892,11/28/2018
0.011,2018,12,1,17,0,Newark Firehouse,40.720989,-74.192892,12/1/2018
0.03,2018,12,4,17,0,Newark Firehouse,40.720989,-74.192892,12/4/2018
0.028,2018,12,7,17,0,Newark Firehouse,40.720989,-74.192892,12/7/2018
0.025,2018,12,10,17,0,Newark Firehouse,40.720989,-74.192892,12/10/2018
