Dmax Ozone,Year,Month,Day,OZONE-WEIGHT,Target
0.05,2008,8,25,42,0
0.041,2008,8,26,35,0
0.041,2008,8,26,35,0
0.041,2008,8,26,35,0
0.041,2008,8,26,35,0
0.042,2008,8,27,36,0
0.042,2008,8,27,36,0
0.042,2008,8,27,36,0
0.042,2008,8,27,36,0
0.042,2008,8,28,36,0
0.042,2008,8,28,36,0
0.042,2008,8,28,36,0
0.042,2008,8,28,36,0
0.042,2008,8,29,36,0
0.042,2008,8,29,36,0
0.042,2008,8,29,36,0
0.042,2008,8,29,36,0
0.042,2008,8,30,36,0
0.042,2008,8,30,36,0
0.042,2008,8,30,36,0
0.042,2008,8,30,36,0
0.042,2008,8,31,36,0
0.042,2008,8,31,36,0
0.042,2008,8,31,36,0
0.042,2008,8,31,36,0
0.038,2008,9,1,32,0
0.038,2008,9,1,32,0
0.038,2008,9,1,32,0
0.038,2008,9,1,32,0
0.047,2008,9,2,40,0
0.047,2008,9,2,40,0
0.047,2008,9,2,40,0
0.047,2008,9,2,40,0
0.05,2008,9,3,42,0
0.05,2008,9,3,42,0
0.05,2008,9,3,42,0
0.05,2008,9,3,42,0
0.044,2008,9,4,37,0
0.044,2008,9,4,37,0
0.044,2008,9,4,37,0
0.044,2008,9,4,37,0
0.046,2008,9,5,39,0
0.046,2008,9,5,39,0
0.046,2008,9,5,39,0
0.046,2008,9,5,39,0
0.038,2008,9,6,32,0
0.038,2008,9,6,32,0
0.038,2008,9,6,32,0
0.038,2008,9,6,32,0
0.036,2008,9,7,31,0
0.036,2008,9,7,31,0
0.036,2008,9,7,31,0
0.036,2008,9,7,31,0
0.042,2008,9,8,36,0
0.042,2008,9,8,36,0
0.042,2008,9,8,36,0
0.042,2008,9,8,36,0
0.047,2008,9,9,40,0
0.047,2008,9,9,40,0
0.047,2008,9,9,40,0
0.047,2008,9,9,40,0
0.039,2008,9,10,33,0
0.039,2008,9,10,33,0
0.039,2008,9,10,33,0
0.039,2008,9,10,33,0
0.042,2008,9,11,36,0
0.042,2008,9,11,36,0
0.042,2008,9,11,36,0
0.042,2008,9,11,36,0
0.042,2008,9,12,36,0
0.042,2008,9,12,36,0
0.042,2008,9,12,36,0
0.042,2008,9,12,36,0
0.039,2008,9,13,33,0
0.039,2008,9,13,33,0
0.039,2008,9,13,33,0
0.039,2008,9,13,33,0
0.043,2008,9,14,36,0
0.043,2008,9,14,36,0
0.043,2008,9,14,36,0
0.043,2008,9,14,36,0
0.041,2008,9,15,35,0
0.041,2008,9,15,35,0
0.041,2008,9,15,35,0
0.041,2008,9,15,35,0
0.05,2008,9,16,42,0
0.05,2008,9,16,42,0
0.05,2008,9,16,42,0
0.05,2008,9,16,42,0
0.049,2008,9,17,42,0
0.049,2008,9,17,42,0
0.049,2008,9,17,42,0
0.049,2008,9,17,42,0
0.046,2008,9,18,39,0
0.046,2008,9,18,39,0
0.046,2008,9,18,39,0
0.046,2008,9,18,39,0
0.052,2008,9,19,44,0
0.052,2008,9,19,44,0
0.052,2008,9,19,44,0
0.052,2008,9,19,44,0
0.043,2008,9,20,36,0
0.043,2008,9,20,36,0
0.043,2008,9,20,36,0
0.043,2008,9,20,36,0
0.046,2008,9,21,39,0
0.046,2008,9,21,39,0
0.046,2008,9,21,39,0
0.046,2008,9,21,39,0
0.04,2008,9,22,34,0
0.04,2008,9,22,34,0
0.04,2008,9,22,34,0
0.04,2008,9,22,34,0
0.046,2008,9,23,39,0
0.046,2008,9,23,39,0
0.046,2008,9,23,39,0
0.046,2008,9,23,39,0
0.054,2008,9,24,46,0
0.054,2008,9,24,46,0
0.054,2008,9,24,46,0
0.054,2008,9,24,46,0
0.051,2008,9,25,43,0
0.051,2008,9,25,43,0
0.051,2008,9,25,43,0
0.051,2008,9,25,43,0
0.047,2008,9,26,40,0
0.047,2008,9,26,40,0
0.047,2008,9,26,40,0
0.047,2008,9,26,40,0
0.046,2008,9,27,39,0
0.046,2008,9,27,39,0
0.046,2008,9,27,39,0
0.046,2008,9,27,39,0
0.046,2008,9,28,39,0
0.046,2008,9,28,39,0
0.046,2008,9,28,39,0
0.046,2008,9,28,39,0
0.047,2008,9,29,40,0
0.047,2008,9,29,40,0
0.047,2008,9,29,40,0
0.047,2008,9,29,40,0
0.048,2008,9,30,41,0
0.048,2008,9,30,41,0
0.048,2008,9,30,41,0
0.048,2008,9,30,41,0
0.048,2008,10,1,41,0
0.048,2008,10,1,41,0
0.048,2008,10,1,41,0
0.048,2008,10,1,41,0
0.048,2008,10,2,41,0
0.048,2008,10,2,41,0
0.048,2008,10,2,41,0
0.048,2008,10,2,41,0
0.045,2008,10,3,38,0
0.045,2008,10,3,38,0
0.045,2008,10,3,38,0
0.045,2008,10,3,38,0
0.035,2008,10,4,30,0
0.035,2008,10,4,30,0
0.035,2008,10,4,30,0
0.035,2008,10,4,30,0
0.034,2008,10,5,29,0
0.034,2008,10,5,29,0
0.034,2008,10,5,29,0
0.034,2008,10,5,29,0
0.035,2008,10,6,30,0
0.035,2008,10,6,30,0
0.035,2008,10,6,30,0
0.035,2008,10,6,30,0
0.037,2008,10,7,31,0
0.037,2008,10,7,31,0
0.037,2008,10,7,31,0
0.037,2008,10,7,31,0
0.041,2008,10,8,35,0
0.041,2008,10,8,35,0
0.041,2008,10,8,35,0
0.041,2008,10,8,35,0
0.038,2008,10,9,32,0
0.038,2008,10,9,32,0
0.038,2008,10,9,32,0
0.038,2008,10,9,32,0
0.037,2008,10,10,31,0
0.037,2008,10,10,31,0
0.037,2008,10,10,31,0
0.037,2008,10,10,31,0
0.032,2008,10,11,27,0
0.032,2008,10,11,27,0
0.032,2008,10,11,27,0
0.032,2008,10,11,27,0
0.027,2008,10,12,23,0
0.027,2008,10,12,23,0
0.027,2008,10,12,23,0
0.027,2008,10,12,23,0
0.03,2008,10,13,25,0
0.03,2008,10,13,25,0
0.03,2008,10,13,25,0
0.03,2008,10,13,25,0
0.03,2008,10,14,25,0
0.03,2008,10,14,25,0
0.03,2008,10,14,25,0
0.03,2008,10,14,25,0
0.033,2008,10,15,28,0
0.033,2008,10,15,28,0
0.033,2008,10,15,28,0
0.033,2008,10,15,28,0
0.037,2008,10,16,31,0
0.037,2008,10,16,31,0
0.037,2008,10,16,31,0
0.037,2008,10,16,31,0
0.036,2008,10,17,31,0
0.036,2008,10,17,31,0
0.036,2008,10,17,31,0
0.036,2008,10,17,31,0
0.046,2008,10,18,39,0
0.046,2008,10,18,39,0
0.046,2008,10,18,39,0
0.046,2008,10,18,39,0
0.04,2008,10,19,34,0
0.04,2008,10,19,34,0
0.04,2008,10,19,34,0
0.04,2008,10,19,34,0
0.035,2008,10,20,30,0
0.035,2008,10,20,30,0
0.035,2008,10,20,30,0
0.035,2008,10,20,30,0
0.041,2008,10,21,35,0
0.041,2008,10,21,35,0
0.041,2008,10,21,35,0
0.041,2008,10,21,35,0
0.041,2008,10,22,35,0
0.041,2008,10,22,35,0
0.041,2008,10,22,35,0
0.041,2008,10,22,35,0
0.036,2008,10,23,31,0
0.036,2008,10,23,31,0
0.036,2008,10,23,31,0
0.036,2008,10,23,31,0
0.039,2008,10,24,33,0
0.039,2008,10,24,33,0
0.039,2008,10,24,33,0
0.039,2008,10,24,33,0
0.04,2008,10,25,34,0
0.04,2008,10,25,34,0
0.04,2008,10,25,34,0
0.04,2008,10,25,34,0
0.039,2008,10,26,33,0
0.039,2008,10,26,33,0
0.039,2008,10,26,33,0
0.039,2008,10,26,33,0
0.039,2008,10,27,33,0
0.039,2008,10,27,33,0
0.039,2008,10,27,33,0
0.039,2008,10,27,33,0
0.04,2008,10,28,34,0
0.04,2008,10,28,34,0
0.04,2008,10,28,34,0
0.04,2008,10,28,34,0
0.044,2008,10,29,37,0
0.044,2008,10,29,37,0
0.044,2008,10,29,37,0
0.044,2008,10,29,37,0
0.04,2008,10,30,34,0
0.04,2008,10,30,34,0
0.04,2008,10,30,34,0
0.04,2008,10,30,34,0
0.034,2008,10,31,29,0
0.034,2008,10,31,29,0
0.034,2008,10,31,29,0
0.034,2008,10,31,29,0
0.027,2008,11,1,23,0
0.027,2008,11,1,23,0
0.027,2008,11,1,23,0
0.027,2008,11,1,23,0
0.032,2008,11,2,27,0
0.032,2008,11,2,27,0
0.032,2008,11,2,27,0
0.032,2008,11,2,27,0
0.034,2008,11,3,29,0
0.034,2008,11,3,29,0
0.034,2008,11,3,29,0
0.034,2008,11,3,29,0
0.035,2008,11,4,30,0
0.035,2008,11,4,30,0
0.035,2008,11,4,30,0
0.035,2008,11,4,30,0
0.034,2008,11,5,29,0
0.034,2008,11,5,29,0
0.034,2008,11,5,29,0
0.034,2008,11,5,29,0
0.034,2008,11,6,29,0
0.034,2008,11,6,29,0
0.034,2008,11,6,29,0
0.034,2008,11,6,29,0
0.026,2008,11,7,22,0
0.026,2008,11,7,22,0
0.026,2008,11,7,22,0
0.026,2008,11,7,22,0
0.029,2008,11,8,25,0
0.029,2008,11,8,25,0
0.029,2008,11,8,25,0
0.029,2008,11,8,25,0
0.023,2008,11,9,19,0
0.023,2008,11,9,19,0
0.023,2008,11,9,19,0
0.023,2008,11,9,19,0
0.026,2008,11,10,22,0
0.026,2008,11,10,22,0
0.026,2008,11,10,22,0
0.026,2008,11,10,22,0
0.029,2008,11,11,25,0
0.029,2008,11,11,25,0
0.029,2008,11,11,25,0
0.029,2008,11,11,25,0
0.046,2011,1,1,39,0
0.046,2011,1,1,39,0
0.046,2011,1,1,39,0
0.046,2011,1,1,39,0
0.05,2011,1,2,42,0
0.05,2011,1,2,42,0
0.05,2011,1,2,42,0
0.05,2011,1,2,42,0
0.049,2011,1,3,42,0
0.049,2011,1,3,42,0
0.049,2011,1,3,42,0
0.049,2011,1,3,42,0
0.049,2011,1,4,42,0
0.049,2011,1,4,42,0
0.049,2011,1,4,42,0
0.049,2011,1,4,42,0
0.049,2011,1,5,42,0
0.049,2011,1,5,42,0
0.049,2011,1,5,42,0
0.049,2011,1,5,42,0
0.047,2011,1,6,40,0
0.047,2011,1,6,40,0
0.047,2011,1,6,40,0
0.047,2011,1,6,40,0
0.043,2011,1,7,36,0
0.043,2011,1,7,36,0
0.043,2011,1,7,36,0
0.043,2011,1,7,36,0
0.037,2011,1,8,31,0
0.037,2011,1,8,31,0
0.037,2011,1,8,31,0
0.037,2011,1,8,31,0
0.038,2011,1,9,32,0
0.038,2011,1,9,32,0
0.038,2011,1,9,32,0
0.038,2011,1,9,32,0
0.036,2011,1,10,31,0
0.036,2011,1,10,31,0
0.036,2011,1,10,31,0
0.036,2011,1,10,31,0
0.042,2011,1,11,36,0
0.042,2011,1,11,36,0
0.042,2011,1,11,36,0
0.042,2011,1,11,36,0
0.045,2011,1,12,38,0
0.045,2011,1,12,38,0
0.045,2011,1,12,38,0
0.045,2011,1,12,38,0
0.048,2011,1,13,41,0
0.048,2011,1,13,41,0
0.048,2011,1,13,41,0
0.048,2011,1,13,41,0
0.046,2011,1,14,39,0
0.046,2011,1,14,39,0
0.046,2011,1,14,39,0
0.046,2011,1,14,39,0
0.044,2011,1,15,37,0
0.044,2011,1,15,37,0
0.044,2011,1,15,37,0
0.044,2011,1,15,37,0
0.041,2011,1,16,35,0
0.041,2011,1,16,35,0
0.041,2011,1,16,35,0
0.041,2011,1,16,35,0
0.042,2011,1,17,36,0
0.042,2011,1,17,36,0
0.042,2011,1,17,36,0
0.042,2011,1,17,36,0
0.044,2011,1,18,37,0
0.044,2011,1,18,37,0
0.044,2011,1,18,37,0
0.044,2011,1,18,37,0
0.038,2011,1,19,32,0
0.038,2011,1,19,32,0
0.038,2011,1,19,32,0
0.038,2011,1,19,32,0
0.047,2011,1,20,40,0
0.047,2011,1,20,40,0
0.047,2011,1,20,40,0
0.047,2011,1,20,40,0
0.047,2011,1,21,40,0
0.047,2011,1,21,40,0
0.047,2011,1,21,40,0
0.047,2011,1,21,40,0
0.047,2011,1,22,40,0
0.047,2011,1,22,40,0
0.047,2011,1,22,40,0
0.047,2011,1,22,40,0
0.047,2011,1,23,40,0
0.047,2011,1,23,40,0
0.047,2011,1,23,40,0
0.047,2011,1,23,40,0
0.043,2011,1,24,36,0
0.043,2011,1,24,36,0
0.043,2011,1,24,36,0
0.043,2011,1,24,36,0
0.047,2011,1,25,40,0
0.047,2011,1,25,40,0
0.047,2011,1,25,40,0
0.047,2011,1,25,40,0
0.04,2011,1,26,34,0
0.04,2011,1,26,34,0
0.04,2011,1,26,34,0
0.04,2011,1,26,34,0
0.043,2011,1,27,36,0
0.043,2011,1,27,36,0
0.043,2011,1,27,36,0
0.043,2011,1,27,36,0
0.042,2011,1,28,36,0
0.042,2011,1,28,36,0
0.042,2011,1,28,36,0
0.042,2011,1,28,36,0
0.047,2011,1,29,40,0
0.047,2011,1,29,40,0
0.047,2011,1,29,40,0
0.047,2011,1,29,40,0
0.027,2011,1,30,23,0
0.027,2011,1,30,23,0
0.027,2011,1,30,23,0
0.027,2011,1,30,23,0
0.034,2011,1,31,29,0
0.034,2011,1,31,29,0
0.034,2011,1,31,29,0
0.034,2011,1,31,29,0
0.041,2011,2,1,35,0
0.041,2011,2,1,35,0
0.041,2011,2,1,35,0
0.041,2011,2,1,35,0
0.045,2011,2,2,38,0
0.045,2011,2,2,38,0
0.045,2011,2,2,38,0
0.045,2011,2,2,38,0
0.048,2011,2,3,41,0
0.048,2011,2,3,41,0
0.048,2011,2,3,41,0
0.048,2011,2,3,41,0
0.046,2011,2,4,39,0
0.046,2011,2,4,39,0
0.046,2011,2,4,39,0
0.046,2011,2,4,39,0
0.044,2011,2,5,37,0
0.044,2011,2,5,37,0
0.044,2011,2,5,37,0
0.044,2011,2,5,37,0
0.042,2011,2,6,36,0
0.042,2011,2,6,36,0
0.042,2011,2,6,36,0
0.042,2011,2,6,36,0
0.041,2011,2,7,35,0
0.041,2011,2,7,35,0
0.041,2011,2,7,35,0
0.041,2011,2,7,35,0
0.043,2011,2,8,36,0
0.043,2011,2,8,36,0
0.043,2011,2,8,36,0
0.043,2011,2,8,36,0
0.044,2011,2,9,37,0
0.044,2011,2,9,37,0
0.044,2011,2,9,37,0
0.044,2011,2,9,37,0
0.044,2011,2,10,37,0
0.044,2011,2,10,37,0
0.044,2011,2,10,37,0
0.044,2011,2,10,37,0
0.047,2011,2,11,40,0
0.047,2011,2,11,40,0
0.047,2011,2,11,40,0
0.047,2011,2,11,40,0
0.048,2011,2,12,41,0
0.048,2011,2,12,41,0
0.048,2011,2,12,41,0
0.048,2011,2,12,41,0
0.048,2011,2,13,41,0
0.048,2011,2,13,41,0
0.048,2011,2,13,41,0
0.048,2011,2,13,41,0
0.045,2011,2,14,38,0
0.045,2011,2,14,38,0
0.045,2011,2,14,38,0
0.045,2011,2,14,38,0
0.05,2011,2,15,42,0
0.05,2011,2,15,42,0
0.05,2011,2,15,42,0
0.05,2011,2,15,42,0
0.054,2011,2,16,46,0
0.054,2011,2,16,46,0
0.054,2011,2,16,46,0
0.054,2011,2,16,46,0
0.051,2011,2,17,43,0
0.051,2011,2,17,43,0
0.051,2011,2,17,43,0
0.051,2011,2,17,43,0
0.048,2011,2,18,41,0
0.048,2011,2,18,41,0
0.048,2011,2,18,41,0
0.048,2011,2,18,41,0
0.05,2011,2,19,42,0
0.05,2011,2,19,42,0
0.05,2011,2,19,42,0
0.05,2011,2,19,42,0
0.046,2011,2,20,39,0
0.046,2011,2,20,39,0
0.046,2011,2,20,39,0
0.046,2011,2,20,39,0
0.05,2011,2,21,42,0
0.05,2011,2,21,42,0
0.05,2011,2,21,42,0
0.05,2011,2,21,42,0
0.052,2011,2,22,44,0
0.052,2011,2,22,44,0
0.052,2011,2,22,44,0
0.052,2011,2,22,44,0
0.05,2011,2,23,42,0
0.05,2011,2,23,42,0
0.05,2011,2,23,42,0
0.05,2011,2,23,42,0
0.039,2011,2,24,33,0
0.039,2011,2,24,33,0
0.039,2011,2,24,33,0
0.039,2011,2,24,33,0
0.036,2011,2,25,31,0
0.036,2011,2,25,31,0
0.036,2011,2,25,31,0
0.036,2011,2,25,31,0
0.05,2011,2,26,42,0
0.05,2011,2,26,42,0
0.05,2011,2,26,42,0
0.05,2011,2,26,42,0
0.052,2011,2,27,44,0
0.052,2011,2,27,44,0
0.052,2011,2,27,44,0
0.052,2011,2,27,44,0
0.053,2011,2,28,45,0
0.053,2011,2,28,45,0
0.053,2011,2,28,45,0
0.053,2011,2,28,45,0
0.055,2011,3,1,47,0
0.055,2011,3,1,47,0
0.055,2011,3,1,47,0
0.055,2011,3,1,47,0
0.05,2011,3,2,42,0
0.05,2011,3,2,42,0
0.05,2011,3,2,42,0
0.05,2011,3,2,42,0
0.05,2011,3,3,42,0
0.05,2011,3,3,42,0
0.05,2011,3,3,42,0
0.05,2011,3,3,42,0
0.048,2011,3,4,41,0
0.048,2011,3,4,41,0
0.048,2011,3,4,41,0
0.048,2011,3,4,41,0
0.051,2011,3,5,43,0
0.051,2011,3,5,43,0
0.051,2011,3,5,43,0
0.051,2011,3,5,43,0
0.046,2011,3,6,39,0
0.046,2011,3,6,39,0
0.046,2011,3,6,39,0
0.046,2011,3,6,39,0
0.045,2011,3,7,38,0
0.045,2011,3,7,38,0
0.045,2011,3,7,38,0
0.045,2011,3,7,38,0
0.051,2011,3,8,43,0
0.051,2011,3,8,43,0
0.051,2011,3,8,43,0
0.051,2011,3,8,43,0
0.051,2011,3,9,43,0
0.051,2011,3,9,43,0
0.051,2011,3,9,43,0
0.051,2011,3,9,43,0
0.052,2011,3,10,44,0
0.052,2011,3,10,44,0
0.052,2011,3,10,44,0
0.052,2011,3,10,44,0
0.052,2011,3,11,44,0
0.052,2011,3,11,44,0
0.052,2011,3,11,44,0
0.052,2011,3,11,44,0
0.053,2011,3,12,45,0
0.053,2011,3,12,45,0
0.053,2011,3,12,45,0
0.053,2011,3,12,45,0
0.055,2011,3,13,47,0
0.055,2011,3,13,47,0
0.055,2011,3,13,47,0
0.055,2011,3,13,47,0
0.054,2011,3,14,46,0
0.054,2011,3,14,46,0
0.054,2011,3,14,46,0
0.054,2011,3,14,46,0
0.048,2011,3,15,41,0
0.048,2011,3,15,41,0
0.048,2011,3,15,41,0
0.048,2011,3,15,41,0
0.048,2011,3,16,41,0
0.048,2011,3,16,41,0
0.048,2011,3,16,41,0
0.048,2011,3,16,41,0
0.056,2011,3,17,47,0
0.056,2011,3,17,47,0
0.056,2011,3,17,47,0
0.056,2011,3,17,47,0
0.056,2011,3,18,47,0
0.056,2011,3,18,47,0
0.056,2011,3,18,47,0
0.056,2011,3,18,47,0
0.057,2011,3,19,48,0
0.057,2011,3,19,48,0
0.057,2011,3,19,48,0
0.057,2011,3,19,48,0
0.056,2011,3,20,47,0
0.056,2011,3,20,47,0
0.056,2011,3,20,47,0
0.056,2011,3,20,47,0
0.054,2011,3,21,46,0
0.054,2011,3,21,46,0
0.054,2011,3,21,46,0
0.054,2011,3,21,46,0
0.058,2011,3,22,49,0
0.058,2011,3,22,49,0
0.058,2011,3,22,49,0
0.058,2011,3,22,49,0
0.055,2011,3,23,47,0
0.055,2011,3,23,47,0
0.055,2011,3,23,47,0
0.055,2011,3,23,47,0
0.056,2011,3,24,47,0
0.056,2011,3,24,47,0
0.056,2011,3,24,47,0
0.056,2011,3,24,47,0
0.057,2011,3,25,48,0
0.057,2011,3,25,48,0
0.057,2011,3,25,48,0
0.057,2011,3,25,48,0
0.053,2011,3,26,45,0
0.053,2011,3,26,45,0
0.053,2011,3,26,45,0
0.053,2011,3,26,45,0
0.035,2011,3,27,30,0
0.035,2011,3,27,30,0
0.035,2011,3,27,30,0
0.035,2011,3,27,30,0
0.046,2011,3,28,39,0
0.046,2011,3,28,39,0
0.046,2011,3,28,39,0
0.046,2011,3,28,39,0
0.046,2011,3,29,39,0
0.046,2011,3,29,39,0
0.046,2011,3,29,39,0
0.046,2011,3,29,39,0
0.047,2011,3,30,40,0
0.047,2011,3,30,40,0
0.047,2011,3,30,40,0
0.047,2011,3,30,40,0
0.041,2011,3,31,35,0
0.041,2011,3,31,35,0
0.041,2011,3,31,35,0
0.041,2011,3,31,35,0
0.043,2011,4,1,36,0
0.043,2011,4,1,36,0
0.043,2011,4,1,36,0
0.043,2011,4,1,36,0
0.047,2011,4,2,40,0
0.047,2011,4,2,40,0
0.047,2011,4,2,40,0
0.047,2011,4,2,40,0
0.047,2011,4,3,40,0
0.047,2011,4,3,40,0
0.047,2011,4,3,40,0
0.047,2011,4,3,40,0
0.051,2011,4,4,43,0
0.051,2011,4,4,43,0
0.051,2011,4,4,43,0
0.051,2011,4,4,43,0
0.047,2011,4,5,40,0
0.047,2011,4,5,40,0
0.047,2011,4,5,40,0
0.047,2011,4,5,40,0
0.052,2011,4,6,44,0
0.052,2011,4,6,44,0
0.052,2011,4,6,44,0
0.052,2011,4,6,44,0
0.057,2011,4,7,48,0
0.057,2011,4,7,48,0
0.057,2011,4,7,48,0
0.057,2011,4,7,48,0
0.058,2011,4,8,49,0
0.058,2011,4,8,49,0
0.058,2011,4,8,49,0
0.058,2011,4,8,49,0
0.051,2011,4,9,43,0
0.051,2011,4,9,43,0
0.051,2011,4,9,43,0
0.051,2011,4,9,43,0
0.053,2011,4,10,45,0
0.053,2011,4,10,45,0
0.053,2011,4,10,45,0
0.053,2011,4,10,45,0
0.058,2011,4,11,49,0
0.058,2011,4,11,49,0
0.058,2011,4,11,49,0
0.058,2011,4,11,49,0
0.054,2011,4,12,46,0
0.054,2011,4,12,46,0
0.054,2011,4,12,46,0
0.054,2011,4,12,46,0
0.047,2011,4,13,40,0
0.047,2011,4,13,40,0
0.047,2011,4,13,40,0
0.047,2011,4,13,40,0
0.044,2011,4,14,37,0
0.044,2011,4,14,37,0
0.044,2011,4,14,37,0
0.044,2011,4,14,37,0
0.058,2011,4,15,49,0
0.058,2011,4,15,49,0
0.058,2011,4,15,49,0
0.058,2011,4,15,49,0
0.054,2011,4,16,46,0
0.054,2011,4,16,46,0
0.054,2011,4,16,46,0
0.054,2011,4,16,46,0
0.046,2011,4,17,39,0
0.046,2011,4,17,39,0
0.046,2011,4,17,39,0
0.046,2011,4,17,39,0
0.029,2011,4,18,25,0
0.029,2011,4,18,25,0
0.029,2011,4,18,25,0
0.029,2011,4,18,25,0
0.057,2011,4,19,48,0
0.057,2011,4,19,48,0
0.057,2011,4,19,48,0
0.057,2011,4,19,48,0
0.043,2011,4,20,36,0
0.043,2011,4,20,36,0
0.043,2011,4,20,36,0
0.043,2011,4,20,36,0
0.056,2011,4,21,47,0
0.056,2011,4,21,47,0
0.056,2011,4,21,47,0
0.056,2011,4,21,47,0
0.06,2011,4,22,51,0
0.06,2011,4,22,51,0
0.06,2011,4,22,51,0
0.06,2011,4,22,51,0
0.049,2011,4,23,42,0
0.049,2011,4,23,42,0
0.049,2011,4,23,42,0
0.049,2011,4,23,42,0
0.056,2011,4,25,47,0
0.056,2011,4,25,47,0
0.056,2011,4,25,47,0
0.056,2011,4,25,47,0
0.052,2011,4,26,44,0
0.052,2011,4,26,44,0
0.052,2011,4,26,44,0
0.052,2011,4,26,44,0
0.053,2011,4,27,45,0
0.053,2011,4,27,45,0
0.053,2011,4,27,45,0
0.053,2011,4,27,45,0
0.063,2011,4,28,61,0
0.063,2011,4,28,61,0
0.063,2011,4,28,61,0
0.063,2011,4,28,61,0
0.056,2011,4,29,47,0
0.056,2011,4,29,47,0
0.056,2011,4,29,47,0
0.056,2011,4,29,47,0
0.047,2011,4,30,40,0
0.047,2011,4,30,40,0
0.047,2011,4,30,40,0
0.047,2011,4,30,40,0
0.049,2011,5,1,42,0
0.049,2011,5,1,42,0
0.049,2011,5,1,42,0
0.049,2011,5,1,42,0
0.051,2011,5,2,43,0
0.051,2011,5,2,43,0
0.051,2011,5,2,43,0
0.051,2011,5,2,43,0
0.054,2011,5,3,46,0
0.054,2011,5,3,46,0
0.054,2011,5,3,46,0
0.054,2011,5,3,46,0
0.059,2011,5,4,50,0
0.059,2011,5,4,50,0
0.059,2011,5,4,50,0
0.059,2011,5,4,50,0
0.059,2011,5,5,50,0
0.059,2011,5,5,50,0
0.059,2011,5,5,50,0
0.059,2011,5,5,50,0
0.053,2011,5,6,45,0
0.053,2011,5,6,45,0
0.053,2011,5,6,45,0
0.053,2011,5,6,45,0
0.059,2011,5,7,50,0
0.059,2011,5,7,50,0
0.059,2011,5,7,50,0
0.059,2011,5,7,50,0
0.067,2011,5,8,74,0
0.067,2011,5,8,74,0
0.067,2011,5,8,74,0
0.067,2011,5,8,74,0
0.056,2011,5,9,47,0
0.056,2011,5,9,47,0
0.056,2011,5,9,47,0
0.056,2011,5,9,47,0
0.067,2011,5,10,74,0
0.067,2011,5,10,74,0
0.067,2011,5,10,74,0
0.067,2011,5,10,74,0
0.035,2011,5,11,30,0
0.035,2011,5,11,30,0
0.035,2011,5,11,30,0
0.035,2011,5,11,30,0
0.037,2011,5,12,31,0
0.037,2011,5,12,31,0
0.037,2011,5,12,31,0
0.037,2011,5,12,31,0
0.058,2011,5,13,49,0
0.058,2011,5,13,49,0
0.058,2011,5,13,49,0
0.058,2011,5,13,49,0
0.044,2011,5,14,37,0
0.044,2011,5,14,37,0
0.044,2011,5,14,37,0
0.044,2011,5,14,37,0
0.038,2011,5,15,32,0
0.038,2011,5,15,32,0
0.038,2011,5,15,32,0
0.038,2011,5,15,32,0
0.044,2011,5,16,37,0
0.044,2011,5,16,37,0
0.044,2011,5,16,37,0
0.044,2011,5,16,37,0
0.041,2011,5,17,35,0
0.041,2011,5,17,35,0
0.041,2011,5,17,35,0
0.041,2011,5,17,35,0
0.044,2011,5,18,37,0
0.044,2011,5,18,37,0
0.044,2011,5,18,37,0
0.044,2011,5,18,37,0
0.043,2011,5,19,36,0
0.043,2011,5,19,36,0
0.043,2011,5,19,36,0
0.043,2011,5,19,36,0
0.047,2011,5,20,40,0
0.047,2011,5,20,40,0
0.047,2011,5,20,40,0
0.047,2011,5,20,40,0
0.049,2011,5,21,42,0
0.049,2011,5,21,42,0
0.049,2011,5,21,42,0
0.049,2011,5,21,42,0
0.051,2011,5,22,43,0
0.051,2011,5,22,43,0
0.051,2011,5,22,43,0
0.051,2011,5,22,43,0
0.045,2011,5,23,38,0
0.045,2011,5,23,38,0
0.045,2011,5,23,38,0
0.045,2011,5,23,38,0
0.059,2011,5,24,50,0
0.059,2011,5,24,50,0
0.059,2011,5,24,50,0
0.059,2011,5,24,50,0
0.042,2011,5,25,36,0
0.042,2011,5,25,36,0
0.042,2011,5,25,36,0
0.042,2011,5,25,36,0
0.048,2011,5,26,41,0
0.048,2011,5,26,41,0
0.048,2011,5,26,41,0
0.048,2011,5,26,41,0
0.055,2011,5,27,47,0
0.055,2011,5,27,47,0
0.055,2011,5,27,47,0
0.055,2011,5,27,47,0
0.053,2011,5,28,45,0
0.053,2011,5,28,45,0
0.053,2011,5,28,45,0
0.053,2011,5,28,45,0
0.037,2011,5,29,31,0
0.037,2011,5,29,31,0
0.037,2011,5,29,31,0
0.037,2011,5,29,31,0
0.061,2011,5,30,54,0
0.061,2011,5,30,54,0
0.061,2011,5,30,54,0
0.061,2011,5,30,54,0
0.064,2011,5,31,64,0
0.064,2011,5,31,64,0
0.064,2011,5,31,64,0
0.064,2011,5,31,64,0
0.062,2011,6,1,58,0
0.062,2011,6,1,58,0
0.062,2011,6,1,58,0
0.062,2011,6,1,58,0
0.053,2011,6,2,45,0
0.053,2011,6,2,45,0
0.053,2011,6,2,45,0
0.053,2011,6,2,45,0
0.06,2011,6,3,51,0
0.06,2011,6,3,51,0
0.06,2011,6,3,51,0
0.06,2011,6,3,51,0
0.056,2011,6,4,47,0
0.056,2011,6,4,47,0
0.056,2011,6,4,47,0
0.056,2011,6,4,47,0
0.05,2011,6,5,42,0
0.05,2011,6,5,42,0
